idx,population,X,Y,Z,dT_or_R,total_truth,total_pred,pred_over_truth,genPhotons,min_opdet_dist,pe_weighted_dist,closest_detID,max_single_opdet_pe,max_pe_detID
563,B_mid_truth_600k_1100k,40,498.163,4915.31,498.163,855195,848816,0.992541,10000000,50.7286,149.22,3152,112782,3151
564,B_mid_truth_600k_1100k,40,498.163,5026.91,498.163,882338,859099,0.973662,10000000,50.7286,147.183,3132,114004,3131
565,B_mid_truth_600k_1100k,40,498.163,5147.7,498.163,851854,846943,0.994235,10000000,50.7286,148.232,3112,112465,3111
566,B_mid_truth_600k_1100k,40,498.163,5259.3,498.163,880215,855227,0.971611,10000000,50.7286,145.302,3092,113892,3091
567,B_mid_truth_600k_1100k,40,498.163,5380.09,498.163,848583,838336,0.987925,10000000,50.7286,144.518,3072,112064,3071
568,B_mid_truth_600k_1100k,40,498.163,5491.69,498.163,868305,836802,0.963719,10000000,50.7286,139.188,3052,113849,3051
569,B_mid_truth_600k_1100k,40,513.731,4915.31,513.731,866720,857617,0.989497,10000000,42.969,144.737,3151,170502,3151
570,B_mid_truth_600k_1100k,40,513.731,5026.91,513.731,894631,875769,0.978916,10000000,42.969,143.011,3131,171355,3131
571,B_mid_truth_600k_1100k,40,513.731,5147.7,513.731,864946,855797,0.989422,10000000,42.969,143.874,3111,170733,3111
572,B_mid_truth_600k_1100k,40,513.731,5259.3,513.731,893746,872002,0.975671,10000000,42.969,141.298,3091,172800,3091
573,B_mid_truth_600k_1100k,40,513.731,5380.09,513.731,861597,847422,0.983548,10000000,42.969,140.63,3071,170383,3071
574,B_mid_truth_600k_1100k,40,513.731,5491.69,513.731,879996,854091,0.970562,10000000,42.969,135.367,3051,171372,3051
575,B_mid_truth_600k_1100k,40,529.298,4915.31,529.298,879369,858001,0.975701,10000000,40.05,140.717,3151,204670,3151
576,B_mid_truth_600k_1100k,40,529.298,5026.91,529.298,906649,876665,0.966929,10000000,40.05,138.753,3131,205461,3131
577,B_mid_truth_600k_1100k,40,529.298,5147.7,529.298,878566,856233,0.97458,10000000,40.05,139.376,3111,204831,3111
578,B_mid_truth_600k_1100k,40,529.298,5259.3,529.298,905231,873011,0.964407,10000000,40.05,136.817,3091,205650,3091
579,B_mid_truth_600k_1100k,40,529.298,5380.09,529.298,874126,848102,0.970229,10000000,40.05,135.928,3071,204948,3071
580,B_mid_truth_600k_1100k,40,529.298,5491.69,529.298,895271,855647,0.955741,10000000,40.05,131.18,3051,205775,3051
581,B_mid_truth_600k_1100k,40,544.866,4915.31,544.866,844225,815217,0.965639,10000000,42.9694,142.666,3151,171756,3151
582,B_mid_truth_600k_1100k,40,544.866,5026.91,544.866,873336,833028,0.953846,10000000,42.9694,140.736,3131,172988,3131
583,B_mid_truth_600k_1100k,40,544.866,5147.7,544.866,843789,813497,0.9641,10000000,42.9694,141.363,3111,172301,3111
584,B_mid_truth_600k_1100k,40,544.866,5259.3,544.866,870516,829478,0.952858,10000000,42.9694,138.913,3091,173029,3091
585,B_mid_truth_600k_1100k,40,544.866,5380.09,544.866,838895,805624,0.960339,10000000,42.9694,138.349,3071,171117,3071
586,B_mid_truth_600k_1100k,40,544.866,5491.69,544.866,859374,812680,0.945665,10000000,42.9694,133.197,3051,173606,3051
587,B_mid_truth_600k_1100k,40,560.433,4915.31,560.433,809861,758803,0.936955,10000000,50.7286,144.991,3151,130768,3150
588,B_mid_truth_600k_1100k,40,560.433,5026.91,560.433,837193,768667,0.918148,10000000,50.7286,142.811,3131,131595,3130
589,B_mid_truth_600k_1100k,40,560.433,5147.7,560.433,810212,757139,0.934495,10000000,50.7286,143.759,3111,130423,3110
590,B_mid_truth_600k_1100k,40,560.433,5259.3,560.433,834909,765228,0.916541,10000000,50.7286,140.902,3091,131555,3090
591,B_mid_truth_600k_1100k,40,560.433,5380.09,560.433,805983,749527,0.929954,10000000,50.7286,140.449,3071,131108,3070
592,B_mid_truth_600k_1100k,40,560.433,5491.69,560.433,823688,749012,0.909339,10000000,50.7286,135.385,3051,131714,3050
593,B_mid_truth_600k_1100k,40,576.001,4915.31,576.001,818750,747675,0.913191,10000000,42.9694,140.682,3150,199739,3150
594,B_mid_truth_600k_1100k,40,576.001,5026.91,576.001,842172,764406,0.90766,10000000,42.9694,138.659,3130,200280,3130
595,B_mid_truth_600k_1100k,40,576.001,5147.7,576.001,816144,746069,0.914139,10000000,42.9694,139.761,3110,199826,3110
596,B_mid_truth_600k_1100k,40,576.001,5259.3,576.001,842752,761084,0.903094,10000000,42.9694,136.98,3090,200570,3090
597,B_mid_truth_600k_1100k,40,576.001,5380.09,576.001,812639,738711,0.909027,10000000,42.9694,136.516,3070,199299,3070
598,B_mid_truth_600k_1100k,40,576.001,5491.69,576.001,831285,745464,0.896761,10000000,42.9694,131.611,3050,200750,3050
599,B_mid_truth_600k_1100k,40,591.569,4915.31,591.569,826429,716881,0.867444,10000000,40.05,136.287,3150,253312,3150
600,B_mid_truth_600k_1100k,40,591.569,5026.91,591.569,851050,733299,0.86164,10000000,40.05,134.011,3130,254863,3130
601,B_mid_truth_600k_1100k,40,591.569,5147.7,591.569,824495,715322,0.867588,10000000,40.05,135.366,3110,252698,3110
602,B_mid_truth_600k_1100k,40,591.569,5259.3,591.569,848274,730091,0.860678,10000000,40.05,132.71,3090,254353,3090
603,B_mid_truth_600k_1100k,40,591.569,5380.09,591.569,821392,708238,0.862241,10000000,40.05,132.124,3070,253548,3070
604,B_mid_truth_600k_1100k,40,591.569,5491.69,591.569,840281,715091,0.851014,10000000,40.05,127.438,3050,255074,3050
605,B_mid_truth_600k_1100k,50,31.135,4915.31,31.135,872708,857496,0.982569,10000000,50.05,176.681,3159,135280,3159
606,B_mid_truth_600k_1100k,50,31.135,5026.91,31.135,894737,865718,0.967567,10000000,50.05,174.415,3139,136943,3139
607,B_mid_truth_600k_1100k,50,31.135,5147.7,31.135,870009,854822,0.982544,10000000,50.05,175.512,3119,135614,3119
608,B_mid_truth_600k_1100k,50,31.135,5259.3,31.135,890433,860393,0.966264,10000000,50.05,171.81,3099,136454,3099
609,B_mid_truth_600k_1100k,50,31.135,5380.09,31.135,866146,843501,0.973855,10000000,50.05,170.965,3079,136087,3079
610,B_mid_truth_600k_1100k,50,31.135,5491.69,31.135,878966,837318,0.952617,10000000,50.05,164.915,3059,137438,3059
611,B_mid_truth_600k_1100k,50,46.703,4915.31,46.703,869553,839573,0.965523,10000000,52.4153,177.96,3159,120833,3159
612,B_mid_truth_600k_1100k,50,46.703,5026.91,46.703,893356,848047,0.949282,10000000,52.4153,175.638,3139,121844,3139
613,B_mid_truth_600k_1100k,50,46.703,5147.7,46.703,868657,836901,0.963442,10000000,52.4153,176.717,3119,120849,3119
614,B_mid_truth_600k_1100k,50,46.703,5259.3,46.703,889086,842720,0.94785,10000000,52.4153,173.547,3099,121670,3099
615,B_mid_truth_600k_1100k,50,46.703,5380.09,46.703,861917,825555,0.957813,10000000,52.4153,172.424,3079,120626,3079
616,B_mid_truth_600k_1100k,50,46.703,5491.69,46.703,873697,819568,0.938046,10000000,52.4153,166.173,3059,122096,3059
617,B_mid_truth_600k_1100k,50,62.27,4915.31,62.27,866832,844021,0.973685,10000000,58.9439,179.167,3159,89789,3159
618,B_mid_truth_600k_1100k,50,62.27,5026.91,62.27,889087,852783,0.959167,10000000,58.9439,176.847,3139,90569,3138
619,B_mid_truth_600k_1100k,50,62.27,5147.7,62.27,865450,841352,0.972156,10000000,58.9439,177.867,3119,89602,3118
620,B_mid_truth_600k_1100k,50,62.27,5259.3,62.27,885697,847455,0.956823,10000000,58.9439,175.057,3099,90525,3098
621,B_mid_truth_600k_1100k,50,62.27,5380.09,62.27,858447,829996,0.966858,10000000,58.9439,173.461,3079,89876,3078
622,B_mid_truth_600k_1100k,50,62.27,5491.69,62.27,869569,824256,0.94789,10000000,58.9439,167.415,3059,90321,3058
623,B_mid_truth_600k_1100k,50,77.838,4915.31,77.838,877927,846631,0.964352,10000000,52.4152,177.497,3158,121741,3158
624,B_mid_truth_600k_1100k,50,77.838,5026.91,77.838,900090,855510,0.950472,10000000,52.4152,175.621,3138,122535,3138
625,B_mid_truth_600k_1100k,50,77.838,5147.7,77.838,876034,843971,0.9634,10000000,52.4152,176.582,3118,122130,3118
626,B_mid_truth_600k_1100k,50,77.838,5259.3,77.838,896826,850187,0.947995,10000000,52.4152,173.133,3098,122219,3098
627,B_mid_truth_600k_1100k,50,77.838,5380.09,77.838,869269,832605,0.957822,10000000,52.4152,172.274,3078,121457,3078
628,B_mid_truth_600k_1100k,50,77.838,5491.69,77.838,883044,826929,0.936453,10000000,52.4152,166.232,3058,122653,3058
629,B_mid_truth_600k_1100k,50,93.406,4915.31,93.406,889287,870703,0.979102,10000000,50.05,176.505,3158,137609,3158
630,B_mid_truth_600k_1100k,50,93.406,5026.91,93.406,913484,879017,0.962269,10000000,50.05,174.048,3138,137948,3138
631,B_mid_truth_600k_1100k,50,93.406,5147.7,93.406,886437,868041,0.979247,10000000,50.05,174.928,3118,137079,3118
632,B_mid_truth_600k_1100k,50,93.406,5259.3,93.406,909212,873701,0.960943,10000000,50.05,171.675,3098,138042,3098
633,B_mid_truth_600k_1100k,50,93.406,5380.09,93.406,880644,856676,0.972784,10000000,50.05,170.507,3078,137737,3078
634,B_mid_truth_600k_1100k,50,93.406,5491.69,93.406,894659,850409,0.95054,10000000,50.05,164.821,3058,137841,3058
635,B_mid_truth_600k_1100k,50,108.973,4915.31,108.973,883317,853974,0.966781,10000000,52.4151,177.788,3158,122214,3158
636,B_mid_truth_600k_1100k,50,108.973,5026.91,108.973,906167,862533,0.951848,10000000,52.4151,175.22,3138,122719,3138
637,B_mid_truth_600k_1100k,50,108.973,5147.7,108.973,882203,851327,0.965001,10000000,52.4151,176.412,3118,121622,3118
638,B_mid_truth_600k_1100k,50,108.973,5259.3,108.973,902100,857225,0.950255,10000000,52.4151,172.92,3098,122821,3098
639,B_mid_truth_600k_1100k,50,108.973,5380.09,108.973,874558,839961,0.960441,10000000,52.4151,171.823,3078,121585,3078
640,B_mid_truth_600k_1100k,50,108.973,5491.69,108.973,886965,833896,0.940168,10000000,52.4151,165.786,3058,122099,3058
641,B_mid_truth_600k_1100k,50,124.541,4915.31,124.541,877232,856418,0.976273,10000000,58.944,178.99,3157,90178,3158
642,B_mid_truth_600k_1100k,50,124.541,5026.91,124.541,899986,865286,0.961444,10000000,58.944,176.643,3137,90677,3138
643,B_mid_truth_600k_1100k,50,124.541,5147.7,124.541,875345,853778,0.975362,10000000,58.944,177.523,3117,90182,3117
644,B_mid_truth_600k_1100k,50,124.541,5259.3,124.541,898458,859994,0.957189,10000000,58.944,174.137,3097,91038,3097
645,B_mid_truth_600k_1100k,50,124.541,5380.09,124.541,867822,842425,0.970735,10000000,58.944,172.991,3077,90407,3077
646,B_mid_truth_600k_1100k,50,124.541,5491.69,124.541,883648,836647,0.94681,10000000,58.944,167.143,3057,91375,3058
647,B_mid_truth_600k_1100k,50,140.108,4915.31,140.108,885769,860046,0.97096,10000000,52.4153,177.075,3157,122128,3157
648,B_mid_truth_600k_1100k,50,140.108,5026.91,140.108,908784,869017,0.956242,10000000,52.4153,174.928,3137,123031,3137
649,B_mid_truth_600k_1100k,50,140.108,5147.7,140.108,883100,857422,0.970923,10000000,52.4153,175.861,3117,122165,3117
650,B_mid_truth_600k_1100k,50,140.108,5259.3,140.108,906209,863743,0.953139,10000000,52.4153,172.448,3097,123066,3097
651,B_mid_truth_600k_1100k,50,140.108,5380.09,140.108,878025,846081,0.963618,10000000,52.4153,171.416,3077,122538,3077
652,B_mid_truth_600k_1100k,50,140.108,5491.69,140.108,892293,840393,0.941835,10000000,52.4153,165.748,3057,122667,3057
653,B_mid_truth_600k_1100k,50,155.676,4915.31,155.676,895510,881962,0.984871,10000000,50.05,175.725,3157,137870,3157
654,B_mid_truth_600k_1100k,50,155.676,5026.91,155.676,919183,890383,0.968668,10000000,50.05,173.4,3137,138395,3137
655,B_mid_truth_600k_1100k,50,155.676,5147.7,155.676,892279,879344,0.985503,10000000,50.05,174.505,3117,137716,3117
656,B_mid_truth_600k_1100k,50,155.676,5259.3,155.676,914396,885126,0.96799,10000000,50.05,170.825,3097,138585,3097
657,B_mid_truth_600k_1100k,50,155.676,5380.09,155.676,885819,868031,0.979919,10000000,50.05,170.19,3077,137207,3077
658,B_mid_truth_600k_1100k,50,155.676,5491.69,155.676,901107,861787,0.956365,10000000,50.05,164.157,3057,138458,3057
659,B_mid_truth_600k_1100k,50,171.243,4915.31,171.243,886931,866245,0.976677,10000000,52.415,176.826,3157,121940,3157
660,B_mid_truth_600k_1100k,50,171.243,5026.91,171.243,910461,874890,0.960931,10000000,52.415,174.733,3137,122589,3137
661,B_mid_truth_600k_1100k,50,171.243,5147.7,171.243,883979,863654,0.977007,10000000,52.415,175.238,3117,121608,3117
662,B_mid_truth_600k_1100k,50,171.243,5259.3,171.243,904841,869663,0.961122,10000000,52.415,171.985,3097,122749,3097
663,B_mid_truth_600k_1100k,50,171.243,5380.09,171.243,879297,852373,0.96938,10000000,52.415,171.345,3077,121226,3077
664,B_mid_truth_600k_1100k,50,171.243,5491.69,171.243,891058,846342,0.949817,10000000,52.415,165.096,3057,122297,3057
665,B_mid_truth_600k_1100k,50,186.811,4915.31,186.811,877577,866420,0.987287,10000000,58.944,177.895,3157,90020,3156
666,B_mid_truth_600k_1100k,50,186.811,5026.91,186.811,901247,875387,0.971306,10000000,58.944,175.253,3137,91455,3136
667,B_mid_truth_600k_1100k,50,186.811,5147.7,186.811,876637,863843,0.985406,10000000,58.944,176.428,3117,90135,3117
668,B_mid_truth_600k_1100k,50,186.811,5259.3,186.811,898830,870182,0.968127,10000000,58.944,173.163,3097,91057,3097
669,B_mid_truth_600k_1100k,50,186.811,5380.09,186.811,870035,852600,0.979961,10000000,58.944,171.947,3077,90183,3076
670,B_mid_truth_600k_1100k,50,186.811,5491.69,186.811,883934,846893,0.958095,10000000,58.944,166.012,3057,91124,3057
671,B_mid_truth_600k_1100k,50,202.379,4915.31,202.379,887136,870980,0.981789,10000000,52.415,175.949,3156,121630,3156
672,B_mid_truth_600k_1100k,50,202.379,5026.91,202.379,910861,880050,0.966174,10000000,52.415,173.553,3136,122659,3136
673,B_mid_truth_600k_1100k,50,202.379,5147.7,202.379,884694,868423,0.981608,10000000,52.415,174.818,3116,121826,3116
674,B_mid_truth_600k_1100k,50,202.379,5259.3,202.379,907531,874880,0.964022,10000000,52.415,171.349,3096,123326,3096
675,B_mid_truth_600k_1100k,50,202.379,5380.09,202.379,879837,857222,0.974296,10000000,52.415,170.214,3076,122217,3076
676,B_mid_truth_600k_1100k,50,202.379,5491.69,202.379,891267,851643,0.955542,10000000,52.415,164.447,3056,122574,3056
677,B_mid_truth_600k_1100k,50,217.946,4915.31,217.946,894560,890558,0.995526,10000000,50.05,174.206,3156,137910,3156
678,B_mid_truth_600k_1100k,50,217.946,5026.91,217.946,918234,899096,0.979158,10000000,50.05,172.199,3136,137763,3136
679,B_mid_truth_600k_1100k,50,217.946,5147.7,217.946,893173,888026,0.994237,10000000,50.05,172.916,3116,137676,3116
680,B_mid_truth_600k_1100k,50,217.946,5259.3,217.946,914888,893962,0.977127,10000000,50.05,169.534,3096,138282,3096
681,B_mid_truth_600k_1100k,50,217.946,5380.09,217.946,885504,876879,0.99026,10000000,50.05,168.491,3076,137738,3076
682,B_mid_truth_600k_1100k,50,217.946,5491.69,217.946,901665,870792,0.96576,10000000,50.05,162.542,3056,139007,3056
683,B_mid_truth_600k_1100k,50,233.514,4915.31,233.514,887094,875630,0.987077,10000000,52.4153,175.147,3156,121670,3156
684,B_mid_truth_600k_1100k,50,233.514,5026.91,233.514,908555,884366,0.973376,10000000,52.4153,172.591,3136,122990,3136
685,B_mid_truth_600k_1100k,50,233.514,5147.7,233.514,885955,873121,0.985514,10000000,52.4153,173.801,3116,121926,3116
686,B_mid_truth_600k_1100k,50,233.514,5259.3,233.514,905784,879275,0.970734,10000000,52.4153,170.592,3096,123030,3096
687,B_mid_truth_600k_1100k,50,233.514,5380.09,233.514,877913,862038,0.981917,10000000,52.4153,169.431,3076,121788,3076
688,B_mid_truth_600k_1100k,50,233.514,5491.69,233.514,892840,856186,0.958947,10000000,52.4153,163.628,3056,123252,3056
689,B_mid_truth_600k_1100k,50,249.082,4915.31,249.082,876156,873222,0.996651,10000000,58.944,175.999,3155,89922,3155
690,B_mid_truth_600k_1100k,50,249.082,5026.91,249.082,899042,882284,0.98136,10000000,58.944,173.504,3135,90922,3135
691,B_mid_truth_600k_1100k,50,249.082,5147.7,249.082,875857,870727,0.994143,10000000,58.944,174.444,3115,90536,3115
692,B_mid_truth_600k_1100k,50,249.082,5259.3,249.082,895070,877222,0.98006,10000000,58.944,171.226,3095,90730,3095
693,B_mid_truth_600k_1100k,50,249.082,5380.09,249.082,870103,859723,0.98807,10000000,58.944,170.318,3075,90567,3075
694,B_mid_truth_600k_1100k,50,249.082,5491.69,249.082,882765,854238,0.967684,10000000,58.944,164.093,3055,91125,3055
695,B_mid_truth_600k_1100k,50,264.649,4915.31,264.649,883886,878898,0.994357,10000000,52.4153,174.121,3155,121992,3155
696,B_mid_truth_600k_1100k,50,264.649,5026.91,264.649,908042,887672,0.977567,10000000,52.4153,171.78,3135,122741,3135
697,B_mid_truth_600k_1100k,50,264.649,5147.7,264.649,882194,876434,0.993471,10000000,52.4153,172.54,3115,122074,3115
698,B_mid_truth_600k_1100k,50,264.649,5259.3,264.649,904153,882662,0.976231,10000000,52.4153,169.647,3095,122802,3095
699,B_mid_truth_600k_1100k,50,264.649,5380.09,264.649,876734,865506,0.987193,10000000,52.4153,168.597,3075,122046,3075
700,B_mid_truth_600k_1100k,50,264.649,5491.69,264.649,890587,859796,0.965426,10000000,52.4153,162.738,3055,123026,3055
701,B_mid_truth_600k_1100k,50,280.217,4915.31,280.217,891162,895437,1.0048,10000000,50.05,172.189,3155,137648,3155
702,B_mid_truth_600k_1100k,50,280.217,5026.91,280.217,914072,904088,0.989077,10000000,50.05,169.597,3135,138487,3135
703,B_mid_truth_600k_1100k,50,280.217,5147.7,280.217,890588,893008,1.00272,10000000,50.05,170.58,3115,137479,3115
704,B_mid_truth_600k_1100k,50,280.217,5259.3,280.217,911393,899130,0.986545,10000000,50.05,167.281,3095,138794,3095
705,B_mid_truth_600k_1100k,50,280.217,5380.09,280.217,882041,882166,1.00014,10000000,50.05,166.46,3075,136722,3075
706,B_mid_truth_600k_1100k,50,280.217,5491.69,280.217,899746,876401,0.974054,10000000,50.05,160.528,3055,139027,3055
707,B_mid_truth_600k_1100k,50,295.784,4915.31,295.784,882172,880916,0.998576,10000000,52.415,172.826,3155,122220,3155
708,B_mid_truth_600k_1100k,50,295.784,5026.91,295.784,904127,889731,0.984077,10000000,52.415,170.384,3135,123076,3135
709,B_mid_truth_600k_1100k,50,295.784,5147.7,295.784,879846,878515,0.998487,10000000,52.415,171.402,3115,122404,3115
710,B_mid_truth_600k_1100k,50,295.784,5259.3,295.784,901760,884829,0.981224,10000000,52.415,168.215,3095,122483,3095
711,B_mid_truth_600k_1100k,50,295.784,5380.09,295.784,871847,867771,0.995325,10000000,52.415,167.203,3075,121808,3075
712,B_mid_truth_600k_1100k,50,295.784,5491.69,295.784,887906,862257,0.971113,10000000,52.415,161.35,3055,122396,3055
713,B_mid_truth_600k_1100k,50,311.352,4915.31,311.352,873356,875368,1.0023,10000000,58.944,173.328,3154,91023,3154
714,B_mid_truth_600k_1100k,50,311.352,5026.91,311.352,896199,884506,0.986953,10000000,58.944,170.912,3134,91854,3135
715,B_mid_truth_600k_1100k,50,311.352,5147.7,311.352,870526,872993,1.00283,10000000,58.944,172.315,3114,90158,3114
716,B_mid_truth_600k_1100k,50,311.352,5259.3,311.352,890926,879656,0.98735,10000000,58.944,168.738,3094,91033,3094
717,B_mid_truth_600k_1100k,50,311.352,5380.09,311.352,863834,862357,0.99829,10000000,58.944,167.996,3074,90661,3075
718,B_mid_truth_600k_1100k,50,311.352,5491.69,311.352,877647,857272,0.976785,10000000,58.944,161.751,3054,91262,3055
719,B_mid_truth_600k_1100k,50,326.92,4915.31,326.92,877727,881401,1.00419,10000000,52.415,171.364,3154,121666,3154
720,B_mid_truth_600k_1100k,50,326.92,5026.91,326.92,901134,890261,0.987934,10000000,52.415,168.912,3134,123262,3134
721,B_mid_truth_600k_1100k,50,326.92,5147.7,326.92,877161,879066,1.00217,10000000,52.415,169.95,3114,121679,3114
722,B_mid_truth_600k_1100k,50,326.92,5259.3,326.92,899104,885479,0.984846,10000000,52.415,166.928,3094,123398,3094
723,B_mid_truth_600k_1100k,50,326.92,5380.09,326.92,869982,868547,0.998351,10000000,52.415,166.058,3074,121731,3074
724,B_mid_truth_600k_1100k,50,326.92,5491.69,326.92,883695,863295,0.976915,10000000,52.415,160.047,3054,122970,3054
725,B_mid_truth_600k_1100k,50,342.487,4915.31,342.487,882900,894758,1.01343,10000000,50.05,169.078,3154,137168,3154
726,B_mid_truth_600k_1100k,50,342.487,5026.91,342.487,908214,903521,0.994833,10000000,50.05,166.981,3134,138293,3134
727,B_mid_truth_600k_1100k,50,342.487,5147.7,342.487,882342,892459,1.01147,10000000,50.05,167.947,3114,137726,3114
728,B_mid_truth_600k_1100k,50,342.487,5259.3,342.487,903693,898803,0.994589,10000000,50.05,164.532,3094,138855,3094
729,B_mid_truth_600k_1100k,50,342.487,5380.09,342.487,875490,882070,1.00752,10000000,50.05,163.577,3074,137640,3074
730,B_mid_truth_600k_1100k,50,342.487,5491.69,342.487,891020,876839,0.984085,10000000,50.05,158.005,3054,138241,3054
731,B_mid_truth_600k_1100k,50,358.055,4915.31,358.055,874032,880004,1.00683,10000000,52.4153,169.483,3154,121906,3154
732,B_mid_truth_600k_1100k,50,358.055,5026.91,358.055,896715,888901,0.991286,10000000,52.4153,167.343,3134,123377,3134
733,B_mid_truth_600k_1100k,50,358.055,5147.7,358.055,872503,877738,1.006,10000000,52.4153,168.197,3114,121972,3114
734,B_mid_truth_600k_1100k,50,358.055,5259.3,358.055,894525,884249,0.988512,10000000,52.4153,164.913,3094,123165,3094
735,B_mid_truth_600k_1100k,50,358.055,5380.09,358.055,864286,867486,1.0037,10000000,52.4153,164.077,3074,122211,3074
736,B_mid_truth_600k_1100k,50,358.055,5491.69,358.055,880623,862531,0.979455,10000000,52.4153,158.599,3054,122851,3054
737,B_mid_truth_600k_1100k,50,373.623,4915.31,373.623,862466,870078,1.00883,10000000,58.944,170.189,3153,90054,3154
738,B_mid_truth_600k_1100k,50,373.623,5026.91,373.623,885109,879304,0.993441,10000000,58.944,167.74,3133,90865,3133
739,B_mid_truth_600k_1100k,50,373.623,5147.7,373.623,860166,867849,1.00893,10000000,58.944,168.708,3113,89977,3113
740,B_mid_truth_600k_1100k,50,373.623,5259.3,373.623,883909,874729,0.989614,10000000,58.944,165.45,3093,91485,3094
741,B_mid_truth_600k_1100k,50,373.623,5380.09,373.623,855521,857744,1.0026,10000000,58.944,164.448,3073,90656,3073
742,B_mid_truth_600k_1100k,50,373.623,5491.69,373.623,868561,853291,0.982419,10000000,58.944,158.659,3053,91268,3053
743,B_mid_truth_600k_1100k,50,389.19,4915.31,389.19,868524,874848,1.00728,10000000,52.4153,167.814,3153,121904,3153
744,B_mid_truth_600k_1100k,50,389.19,5026.91,389.19,890498,883769,0.992444,10000000,52.4153,165.472,3133,122898,3133
745,B_mid_truth_600k_1100k,50,389.19,5147.7,389.19,866474,872663,1.00714,10000000,52.4153,166.508,3113,122280,3113
746,B_mid_truth_600k_1100k,50,389.19,5259.3,389.19,886300,879274,0.992073,10000000,52.4153,163.203,3093,123390,3093
747,B_mid_truth_600k_1100k,50,389.19,5380.09,389.19,859234,862712,1.00405,10000000,52.4153,162.688,3073,122228,3073
748,B_mid_truth_600k_1100k,50,389.19,5491.69,389.19,874776,858141,0.980984,10000000,52.4153,156.56,3053,122987,3053
749,B_mid_truth_600k_1100k,50,404.758,4915.31,404.758,870999,883091,1.01388,10000000,50.05,165.25,3153,137829,3153
750,B_mid_truth_600k_1100k,50,404.758,5026.91,404.758,895628,891946,0.995889,10000000,50.05,163.06,3133,138817,3133
751,B_mid_truth_600k_1100k,50,404.758,5147.7,404.758,871284,880947,1.01109,10000000,50.05,164.231,3113,137481,3113
752,B_mid_truth_600k_1100k,50,404.758,5259.3,404.758,893094,887528,0.993768,10000000,50.05,160.964,3093,138362,3093
753,B_mid_truth_600k_1100k,50,404.758,5380.09,404.758,866323,871168,1.00559,10000000,50.05,159.982,3073,138562,3073
754,B_mid_truth_600k_1100k,50,404.758,5491.69,404.758,878978,866717,0.986051,10000000,50.05,154.378,3053,138817,3053
755,B_mid_truth_600k_1100k,50,420.325,4915.31,420.325,859475,866362,1.00801,10000000,52.415,165.704,3153,121859,3153
756,B_mid_truth_600k_1100k,50,420.325,5026.91,420.325,883380,875740,0.991351,10000000,52.415,163.407,3133,123103,3133
757,B_mid_truth_600k_1100k,50,420.325,5147.7,420.325,859319,864261,1.00575,10000000,52.415,164.202,3113,122146,3113
758,B_mid_truth_600k_1100k,50,420.325,5259.3,420.325,880694,871408,0.989456,10000000,52.415,161.248,3093,122438,3093
759,B_mid_truth_600k_1100k,50,420.325,5380.09,420.325,852261,854657,1.00281,10000000,52.415,160.11,3073,122408,3073
760,B_mid_truth_600k_1100k,50,420.325,5491.69,420.325,867094,850947,0.981378,10000000,52.415,154.547,3053,123232,3053
761,B_mid_truth_600k_1100k,50,435.893,4915.31,435.893,847313,850840,1.00416,10000000,58.944,165.701,3152,90569,3152
762,B_mid_truth_600k_1100k,50,435.893,5026.91,435.893,868235,860152,0.99069,10000000,58.944,163.322,3132,91201,3133
763,B_mid_truth_600k_1100k,50,435.893,5147.7,435.893,845561,848786,1.00381,10000000,58.944,164.512,3112,90597,3112
764,B_mid_truth_600k_1100k,50,435.893,5259.3,435.893,867072,855910,0.987127,10000000,58.944,161.437,3092,91386,3092
765,B_mid_truth_600k_1100k,50,435.893,5380.09,435.893,841082,839372,0.997967,10000000,58.944,160.672,3072,90965,3073
766,B_mid_truth_600k_1100k,50,435.893,5491.69,435.893,856364,835835,0.976028,10000000,58.944,154.981,3052,91994,3052
767,B_mid_truth_600k_1100k,50,529.298,4915.31,529.298,816849,794289,0.972382,10000000,50.05,156.382,3151,140087,3151
768,B_mid_truth_600k_1100k,50,529.298,5026.91,529.298,839943,803135,0.956178,10000000,50.05,153.953,3131,141540,3131
769,B_mid_truth_600k_1100k,50,529.298,5147.7,529.298,815988,792524,0.971245,10000000,50.05,155.171,3111,140494,3111
770,B_mid_truth_600k_1100k,50,529.298,5259.3,529.298,838822,799494,0.953115,10000000,50.05,151.972,3091,141257,3091
771,B_mid_truth_600k_1100k,50,529.298,5380.09,529.298,811945,784444,0.966129,10000000,50.05,151.302,3071,140428,3071
772,B_mid_truth_600k_1100k,50,529.298,5491.69,529.298,826782,782265,0.946156,10000000,50.05,146.144,3051,141094,3051
773,B_mid_truth_600k_1100k,50,544.866,5026.91,544.866,818560,770944,0.94183,10000000,52.4153,154.394,3131,125832,3131
774,B_mid_truth_600k_1100k,50,544.866,5147.7,544.866,796450,760193,0.954477,10000000,52.4153,155.291,3111,125762,3111
775,B_mid_truth_600k_1100k,50,544.866,5259.3,544.866,816356,767414,0.940048,10000000,52.4153,152.502,3091,126590,3091
776,B_mid_truth_600k_1100k,50,544.866,5380.09,544.866,791668,752359,0.950347,10000000,52.4153,151.793,3071,125497,3071
777,B_mid_truth_600k_1100k,50,544.866,5491.69,544.866,806737,750744,0.930593,10000000,52.4153,146.467,3051,126318,3051
778,B_mid_truth_600k_1100k,50,560.433,4915.31,560.433,777039,721094,0.928002,10000000,58.944,156.925,3151,109756,3150
