idx,population,X,Y,Z,dT_or_R,total_truth,total_pred,pred_over_truth,genPhotons,min_opdet_dist,pe_weighted_dist,closest_detID,max_single_opdet_pe,max_pe_detID
0,D_high_truth_gt1200k,20,31.135,4915.31,31.135,1.2176e+06,1.2841e+06,1.05462,10000000,20.05,106.751,3159,580737,3159
1,D_high_truth_gt1200k,20,31.135,5026.91,31.135,1.24792e+06,1.29883e+06,1.04079,10000000,20.05,106.311,3139,582703,3139
2,D_high_truth_gt1200k,20,31.135,5147.7,31.135,1.2161e+06,1.2814e+06,1.05369,10000000,20.05,105.763,3119,582003,3119
3,D_high_truth_gt1200k,20,31.135,5259.3,31.135,1.24341e+06,1.29346e+06,1.04025,10000000,20.05,104.9,3099,581108,3099
4,D_high_truth_gt1200k,20,31.135,5380.09,31.135,1.21143e+06,1.26992e+06,1.04828,10000000,20.05,102.912,3079,581402,3079
5,D_high_truth_gt1200k,20,31.135,5491.69,31.135,1.23234e+06,1.26999e+06,1.03055,10000000,20.05,100.14,3059,581590,3059
6,B_mid_truth_600k_1100k,20,46.703,4915.31,46.703,1.00457e+06,1.05978e+06,1.05496,10000000,25.3842,130.833,3159,335039,3159
7,B_mid_truth_600k_1100k,20,46.703,5026.91,46.703,1.03803e+06,1.07368e+06,1.03434,10000000,25.3842,130.263,3139,335506,3139
8,B_mid_truth_600k_1100k,20,46.703,5147.7,46.703,1.00795e+06,1.05708e+06,1.04874,10000000,25.3842,129.823,3119,336425,3119
9,B_mid_truth_600k_1100k,20,46.703,5259.3,46.703,1.03461e+06,1.06829e+06,1.03256,10000000,25.3842,128.21,3099,336100,3099
10,B_mid_truth_600k_1100k,20,46.703,5380.09,46.703,998221,1.0456e+06,1.04746,10000000,25.3842,126.248,3079,335030,3079
11,B_mid_truth_600k_1100k,20,46.703,5491.69,46.703,1.02285e+06,1.04475e+06,1.02142,10000000,25.3842,122.549,3059,335879,3059
12,B_mid_truth_600k_1100k,20,62.27,5147.7,62.27,886167,913067,1.03036,10000000,37.0321,148.397,3119,139174,3118
13,B_mid_truth_600k_1100k,20,62.27,5259.3,62.27,916763,926702,1.01084,10000000,37.0321,145.986,3099,139640,3098
14,B_mid_truth_600k_1100k,20,62.27,5380.09,62.27,877553,901563,1.02736,10000000,37.0321,144.268,3079,138752,3078
15,B_mid_truth_600k_1100k,20,62.27,5491.69,62.27,902987,903090,1.00011,10000000,37.0321,139.563,3059,139958,3058
16,B_mid_truth_600k_1100k,20,77.838,4915.31,77.838,1.0173e+06,1.0676e+06,1.04945,10000000,25.3841,131.381,3158,335397,3158
17,B_mid_truth_600k_1100k,20,77.838,5026.91,77.838,1.05161e+06,1.08164e+06,1.02855,10000000,25.3841,130.844,3138,336123,3138
18,B_mid_truth_600k_1100k,20,77.838,5147.7,77.838,1.0168e+06,1.06492e+06,1.04732,10000000,25.3841,129.967,3118,336978,3118
19,B_mid_truth_600k_1100k,20,77.838,5259.3,77.838,1.04945e+06,1.07625e+06,1.02554,10000000,25.3841,128.622,3098,337862,3098
20,B_mid_truth_600k_1100k,20,77.838,5380.09,77.838,1.00842e+06,1.0534e+06,1.04461,10000000,25.3841,126.649,3078,335069,3078
21,B_mid_truth_600k_1100k,20,77.838,5491.69,77.838,1.0355e+06,1.05259e+06,1.0165,10000000,25.3841,122.938,3058,336902,3058
22,D_high_truth_gt1200k,20,93.406,4915.31,93.406,1.24595e+06,1.30207e+06,1.04504,10000000,20.05,108.399,3158,582312,3158
23,D_high_truth_gt1200k,20,93.406,5026.91,93.406,1.28025e+06,1.31707e+06,1.02875,10000000,20.05,108.232,3138,584427,3138
24,D_high_truth_gt1200k,20,93.406,5147.7,93.406,1.2438e+06,1.29938e+06,1.04469,10000000,20.05,107.562,3118,582073,3118
25,D_high_truth_gt1200k,20,93.406,5259.3,93.406,1.27767e+06,1.3117e+06,1.02663,10000000,20.05,106.77,3098,583651,3098
26,D_high_truth_gt1200k,20,93.406,5380.09,93.406,1.23914e+06,1.28786e+06,1.03931,10000000,20.05,104.533,3078,582445,3078
27,D_high_truth_gt1200k,20,93.406,5491.69,93.406,1.26449e+06,1.28799e+06,1.01858,10000000,20.05,101.708,3058,583083,3058
28,B_mid_truth_600k_1100k,20,108.973,4915.31,108.973,1.02217e+06,1.07488e+06,1.05157,10000000,25.384,131.724,3158,335984,3158
29,B_mid_truth_600k_1100k,20,108.973,5026.91,108.973,1.05843e+06,1.08904e+06,1.02892,10000000,25.384,130.706,3138,337893,3138
30,B_mid_truth_600k_1100k,20,108.973,5147.7,108.973,1.02191e+06,1.07221e+06,1.04922,10000000,25.384,130.386,3118,336097,3118
31,B_mid_truth_600k_1100k,20,108.973,5259.3,108.973,1.05517e+06,1.08368e+06,1.02701,10000000,25.384,128.849,3098,336895,3098
32,B_mid_truth_600k_1100k,20,108.973,5380.09,108.973,1.01754e+06,1.06069e+06,1.04241,10000000,25.384,126.679,3078,337728,3078
33,B_mid_truth_600k_1100k,20,108.973,5491.69,108.973,1.04336e+06,1.05995e+06,1.0159,10000000,25.384,122.891,3058,338185,3058
34,B_mid_truth_600k_1100k,20,124.541,4915.31,124.541,896339,928919,1.03635,10000000,37.0323,149.677,3157,138646,3158
35,B_mid_truth_600k_1100k,20,124.541,5026.91,124.541,931566,945473,1.01493,10000000,37.0323,148.312,3137,140054,3137
36,B_mid_truth_600k_1100k,20,124.541,5147.7,124.541,896004,926251,1.03376,10000000,37.0323,148.587,3117,139097,3117
37,B_mid_truth_600k_1100k,20,124.541,5259.3,124.541,928470,940123,1.01255,10000000,37.0323,146.32,3097,139706,3098
38,B_mid_truth_600k_1100k,20,124.541,5380.09,124.541,888519,914744,1.02952,10000000,37.0323,144.611,3077,139279,3078
39,B_mid_truth_600k_1100k,20,124.541,5491.69,124.541,914259,916371,1.00231,10000000,37.0323,139.57,3057,140240,3058
40,B_mid_truth_600k_1100k,20,140.108,4915.31,140.108,1.02693e+06,1.08153e+06,1.05317,10000000,25.3844,131.768,3157,336711,3157
41,B_mid_truth_600k_1100k,20,140.108,5026.91,140.108,1.06014e+06,1.09583e+06,1.03366,10000000,25.3844,130.727,3137,336609,3137
42,B_mid_truth_600k_1100k,20,140.108,5147.7,140.108,1.02145e+06,1.07888e+06,1.05622,10000000,25.3844,130.41,3117,334596,3117
43,B_mid_truth_600k_1100k,20,140.108,5259.3,140.108,1.05763e+06,1.09049e+06,1.03107,10000000,25.3844,128.631,3097,337451,3097
44,B_mid_truth_600k_1100k,20,140.108,5380.09,140.108,1.01746e+06,1.06739e+06,1.04908,10000000,25.3844,126.819,3077,335522,3077
45,B_mid_truth_600k_1100k,20,140.108,5491.69,140.108,1.04378e+06,1.06673e+06,1.02199,10000000,25.3844,122.734,3057,337427,3057
46,B_mid_truth_600k_1100k,20,171.243,4915.31,171.243,1.02631e+06,1.0875e+06,1.05962,10000000,25.3837,130.899,3157,336015,3157
47,B_mid_truth_600k_1100k,20,171.243,5026.91,171.243,1.06152e+06,1.10192e+06,1.03806,10000000,25.3837,130.244,3137,337187,3137
48,B_mid_truth_600k_1100k,20,171.243,5147.7,171.243,1.02582e+06,1.08487e+06,1.05756,10000000,25.3837,129.774,3117,336347,3117
49,B_mid_truth_600k_1100k,20,171.243,5259.3,171.243,1.05968e+06,1.09662e+06,1.03486,10000000,25.3837,128.178,3097,338065,3097
50,B_mid_truth_600k_1100k,20,171.243,5380.09,171.243,1.01942e+06,1.07344e+06,1.05299,10000000,25.3837,126.296,3077,336421,3077
51,B_mid_truth_600k_1100k,20,171.243,5491.69,171.243,1.04554e+06,1.0729e+06,1.02617,10000000,25.3837,122.28,3057,337410,3057
52,B_mid_truth_600k_1100k,20,186.811,5491.69,186.811,917447,927375,1.01082,10000000,37.0323,138.623,3057,140107,3057
53,B_mid_truth_600k_1100k,20,202.379,4915.31,202.379,1.02424e+06,1.09262e+06,1.06676,10000000,25.3837,130.515,3156,335199,3156
54,B_mid_truth_600k_1100k,20,202.379,5026.91,202.379,1.0623e+06,1.10717e+06,1.04224,10000000,25.3837,129.849,3136,338375,3136
55,B_mid_truth_600k_1100k,20,202.379,5147.7,202.379,1.02214e+06,1.09004e+06,1.06643,10000000,25.3837,129.347,3116,335722,3116
56,B_mid_truth_600k_1100k,20,202.379,5259.3,202.379,1.05821e+06,1.10194e+06,1.04133,10000000,25.3837,127.728,3096,337610,3096
57,B_mid_truth_600k_1100k,20,202.379,5380.09,202.379,1.0206e+06,1.07869e+06,1.05692,10000000,25.3837,125.378,3076,338103,3076
58,B_mid_truth_600k_1100k,20,202.379,5491.69,202.379,1.04458e+06,1.07829e+06,1.03227,10000000,25.3837,122.043,3056,336545,3056
59,D_high_truth_gt1200k,20,217.946,4915.31,217.946,1.25087e+06,1.33118e+06,1.0642,10000000,20.05,107.145,3156,584089,3156
60,D_high_truth_gt1200k,20,217.946,5026.91,217.946,1.28606e+06,1.34671e+06,1.04716,10000000,20.05,107.15,3136,584738,3136
61,D_high_truth_gt1200k,20,217.946,5147.7,217.946,1.24823e+06,1.32862e+06,1.0644,10000000,20.05,106.415,3116,581999,3116
62,D_high_truth_gt1200k,20,217.946,5259.3,217.946,1.28217e+06,1.34152e+06,1.04629,10000000,20.05,105.7,3096,583387,3096
63,D_high_truth_gt1200k,20,217.946,5380.09,217.946,1.24305e+06,1.31732e+06,1.05975,10000000,20.05,103.452,3076,582155,3076
64,D_high_truth_gt1200k,20,217.946,5491.69,217.946,1.27035e+06,1.31793e+06,1.03745,10000000,20.05,100.611,3056,584241,3056
65,B_mid_truth_600k_1100k,20,233.514,4915.31,233.514,1.02416e+06,1.09682e+06,1.07094,10000000,25.3843,129.589,3156,336174,3156
66,B_mid_truth_600k_1100k,20,233.514,5026.91,233.514,1.06028e+06,1.11149e+06,1.0483,10000000,25.3843,128.824,3136,337538,3136
67,B_mid_truth_600k_1100k,20,233.514,5147.7,233.514,1.02153e+06,1.09428e+06,1.07122,10000000,25.3843,128.447,3116,335517,3116
68,B_mid_truth_600k_1100k,20,233.514,5259.3,233.514,1.0593e+06,1.10634e+06,1.04441,10000000,25.3843,126.882,3096,338991,3096
69,B_mid_truth_600k_1100k,20,233.514,5380.09,233.514,1.01809e+06,1.08305e+06,1.06381,10000000,25.3843,125.046,3076,336122,3076
70,B_mid_truth_600k_1100k,20,233.514,5491.69,233.514,1.04382e+06,1.08284e+06,1.03739,10000000,25.3843,121.352,3056,337562,3056
71,B_mid_truth_600k_1100k,20,249.082,4915.31,249.082,896217,946863,1.05651,10000000,37.0323,147.211,3155,139136,3156
72,B_mid_truth_600k_1100k,20,249.082,5026.91,249.082,931167,963845,1.03509,10000000,37.0323,145.557,3135,140236,3136
73,B_mid_truth_600k_1100k,20,249.082,5147.7,249.082,895146,944355,1.05497,10000000,37.0323,146.091,3115,138919,3116
74,B_mid_truth_600k_1100k,20,249.082,5259.3,249.082,929015,958740,1.032,10000000,37.0323,143.84,3095,140111,3095
75,B_mid_truth_600k_1100k,20,249.082,5380.09,249.082,889307,933195,1.04935,10000000,37.0323,142.056,3075,139419,3075
76,B_mid_truth_600k_1100k,20,249.082,5491.69,249.082,916626,935336,1.02041,10000000,37.0323,137.191,3055,140451,3055
77,B_mid_truth_600k_1100k,20,264.649,4915.31,264.649,1.02222e+06,1.09988e+06,1.07597,10000000,25.3843,129.027,3155,335747,3155
78,B_mid_truth_600k_1100k,20,264.649,5026.91,264.649,1.05942e+06,1.11469e+06,1.05216,10000000,25.3843,128.092,3135,337842,3135
79,B_mid_truth_600k_1100k,20,264.649,5147.7,264.649,1.02238e+06,1.0974e+06,1.07338,10000000,25.3843,127.961,3115,335758,3115
80,B_mid_truth_600k_1100k,20,264.649,5259.3,264.649,1.0562e+06,1.10962e+06,1.05058,10000000,25.3843,126.237,3095,337759,3095
81,B_mid_truth_600k_1100k,20,264.649,5380.09,264.649,1.01829e+06,1.08632e+06,1.06681,10000000,25.3843,124.307,3075,337228,3075
82,B_mid_truth_600k_1100k,20,264.649,5491.69,264.649,1.04287e+06,1.08635e+06,1.04169,10000000,25.3843,120.575,3055,337137,3055
83,D_high_truth_gt1200k,20,280.217,4915.31,280.217,1.24681e+06,1.34048e+06,1.07513,10000000,20.05,105.632,3155,582552,3155
84,D_high_truth_gt1200k,20,280.217,5026.91,280.217,1.28209e+06,1.3563e+06,1.05788,10000000,20.05,105.942,3135,583203,3135
85,D_high_truth_gt1200k,20,280.217,5147.7,280.217,1.24572e+06,1.33803e+06,1.07411,10000000,20.05,104.651,3115,582916,3115
86,D_high_truth_gt1200k,20,280.217,5259.3,280.217,1.27966e+06,1.35129e+06,1.05597,10000000,20.05,104.111,3095,584153,3095
87,D_high_truth_gt1200k,20,280.217,5380.09,280.217,1.24061e+06,1.32704e+06,1.06967,10000000,20.05,101.982,3075,582763,3075
88,D_high_truth_gt1200k,20,280.217,5491.69,280.217,1.26648e+06,1.32814e+06,1.04869,10000000,20.05,99.2622,3055,584315,3055
89,B_mid_truth_600k_1100k,20,295.784,4915.31,295.784,1.02054e+06,1.1016e+06,1.07943,10000000,25.3837,127.677,3155,336169,3155
90,B_mid_truth_600k_1100k,20,295.784,5026.91,295.784,1.05588e+06,1.11653e+06,1.05744,10000000,25.3837,126.998,3135,337172,3135
91,B_mid_truth_600k_1100k,20,295.784,5147.7,295.784,1.01866e+06,1.09918e+06,1.07904,10000000,25.3837,126.729,3115,335544,3115
92,B_mid_truth_600k_1100k,20,295.784,5259.3,295.784,1.05368e+06,1.11157e+06,1.05495,10000000,25.3837,125.03,3095,337823,3095
93,B_mid_truth_600k_1100k,20,295.784,5380.09,295.784,1.01474e+06,1.0883e+06,1.07249,10000000,25.3837,122.831,3075,336323,3075
94,B_mid_truth_600k_1100k,20,295.784,5491.69,295.784,1.04138e+06,1.0886e+06,1.04535,10000000,25.3837,119.364,3055,337470,3055
95,B_mid_truth_600k_1100k,20,311.352,4915.31,311.352,891756,949344,1.06458,10000000,37.0323,144.945,3154,139433,3154
96,B_mid_truth_600k_1100k,20,311.352,5026.91,311.352,925785,966535,1.04402,10000000,37.0323,143.37,3134,140253,3134
97,B_mid_truth_600k_1100k,20,311.352,5147.7,311.352,890289,946954,1.06365,10000000,37.0323,143.604,3114,139363,3115
98,B_mid_truth_600k_1100k,20,311.352,5259.3,311.352,924380,961634,1.0403,10000000,37.0323,141.261,3094,140208,3095
99,B_mid_truth_600k_1100k,20,311.352,5380.09,311.352,886110,936177,1.0565,10000000,37.0323,139.674,3074,139411,3074
100,B_mid_truth_600k_1100k,20,311.352,5491.69,311.352,911587,938834,1.02989,10000000,37.0323,134.945,3054,140350,3055
101,B_mid_truth_600k_1100k,20,326.92,4915.31,326.92,1.01735e+06,1.10164e+06,1.08285,10000000,25.3837,126.562,3154,335662,3154
102,B_mid_truth_600k_1100k,20,326.92,5026.91,326.92,1.05388e+06,1.11671e+06,1.05962,10000000,25.3837,125.883,3134,337879,3134
103,B_mid_truth_600k_1100k,20,326.92,5147.7,326.92,1.01731e+06,1.09928e+06,1.08058,10000000,25.3837,125.567,3114,336758,3114
104,B_mid_truth_600k_1100k,20,326.92,5259.3,326.92,1.05027e+06,1.11188e+06,1.05866,10000000,25.3837,124.061,3094,337327,3094
105,B_mid_truth_600k_1100k,20,326.92,5380.09,326.92,1.01138e+06,1.08863e+06,1.07637,10000000,25.3837,122.095,3074,335922,3074
106,B_mid_truth_600k_1100k,20,326.92,5491.69,326.92,1.0381e+06,1.08929e+06,1.04931,10000000,25.3837,118.387,3054,337983,3054
107,D_high_truth_gt1200k,20,342.487,4915.31,342.487,1.24175e+06,1.34412e+06,1.08243,10000000,20.05,103.497,3154,583146,3154
108,D_high_truth_gt1200k,20,342.487,5026.91,342.487,1.27676e+06,1.3602e+06,1.06535,10000000,20.05,103.677,3134,584009,3134
109,D_high_truth_gt1200k,20,342.487,5147.7,342.487,1.24045e+06,1.3418e+06,1.0817,10000000,20.05,102.813,3114,582914,3114
110,D_high_truth_gt1200k,20,342.487,5259.3,342.487,1.27523e+06,1.35543e+06,1.06289,10000000,20.05,102.083,3094,584479,3094
111,D_high_truth_gt1200k,20,342.487,5380.09,342.487,1.23449e+06,1.33127e+06,1.0784,10000000,20.05,99.8303,3074,582800,3074
112,D_high_truth_gt1200k,20,342.487,5491.69,342.487,1.2615e+06,1.33307e+06,1.05673,10000000,20.05,97.3388,3054,584276,3054
113,B_mid_truth_600k_1100k,20,358.055,4915.31,358.055,1.01339e+06,1.09962e+06,1.08509,10000000,25.3844,124.915,3154,336191,3154
114,B_mid_truth_600k_1100k,20,358.055,5026.91,358.055,1.04835e+06,1.1148e+06,1.06339,10000000,25.3844,124.262,3134,337544,3134
115,B_mid_truth_600k_1100k,20,358.055,5147.7,358.055,1.0124e+06,1.09734e+06,1.0839,10000000,25.3844,123.805,3114,336696,3114
116,B_mid_truth_600k_1100k,20,358.055,5259.3,358.055,1.04564e+06,1.11011e+06,1.06165,10000000,25.3844,122.369,3094,337546,3094
117,B_mid_truth_600k_1100k,20,358.055,5380.09,358.055,1.006e+06,1.08695e+06,1.08046,10000000,25.3844,120.431,3074,336255,3074
118,B_mid_truth_600k_1100k,20,358.055,5491.69,358.055,1.03605e+06,1.088e+06,1.05014,10000000,25.3844,116.925,3054,338237,3054
119,B_mid_truth_600k_1100k,20,373.623,4915.31,373.623,882890,944489,1.06977,10000000,37.0323,141.703,3153,139219,3153
120,B_mid_truth_600k_1100k,20,373.623,5026.91,373.623,917594,961864,1.04825,10000000,37.0323,140.255,3133,140209,3134
121,B_mid_truth_600k_1100k,20,373.623,5147.7,373.623,881648,942243,1.06873,10000000,37.0323,140.624,3113,139108,3114
122,B_mid_truth_600k_1100k,20,373.623,5259.3,373.623,916948,957244,1.04395,10000000,37.0323,138.046,3093,140306,3094
123,B_mid_truth_600k_1100k,20,373.623,5380.09,373.623,878148,931995,1.06132,10000000,37.0323,136.947,3073,139485,3074
124,B_mid_truth_600k_1100k,20,373.623,5491.69,373.623,901776,935414,1.0373,10000000,37.0323,132.077,3053,139734,3054
125,B_mid_truth_600k_1100k,20,389.19,4915.31,389.19,1.00804e+06,1.095e+06,1.08626,10000000,25.3844,123.533,3153,336735,3153
126,B_mid_truth_600k_1100k,20,389.19,5026.91,389.19,1.04494e+06,1.11031e+06,1.06256,10000000,25.3844,122.994,3133,337350,3133
127,B_mid_truth_600k_1100k,20,389.19,5147.7,389.19,1.00929e+06,1.0928e+06,1.08274,10000000,25.3844,122.469,3113,336767,3113
128,B_mid_truth_600k_1100k,20,389.19,5259.3,389.19,1.04173e+06,1.10577e+06,1.06147,10000000,25.3844,120.997,3093,337544,3093
129,B_mid_truth_600k_1100k,20,389.19,5380.09,389.19,1.00234e+06,1.08271e+06,1.08019,10000000,25.3844,119.26,3073,336259,3073
130,B_mid_truth_600k_1100k,20,389.19,5491.69,389.19,1.03117e+06,1.08424e+06,1.05147,10000000,25.3844,115.436,3053,338196,3053
131,D_high_truth_gt1200k,20,404.758,4915.31,404.758,1.23012e+06,1.33869e+06,1.08826,10000000,20.05,100.623,3153,583200,3153
132,D_high_truth_gt1200k,20,404.758,5026.91,404.758,1.26622e+06,1.35502e+06,1.07013,10000000,20.05,100.645,3133,585285,3133
133,D_high_truth_gt1200k,20,404.758,5147.7,404.758,1.22978e+06,1.33653e+06,1.0868,10000000,20.05,99.8114,3113,584337,3113
134,D_high_truth_gt1200k,20,404.758,5259.3,404.758,1.26415e+06,1.35057e+06,1.06836,10000000,20.05,99.0731,3093,586239,3093
135,D_high_truth_gt1200k,20,404.758,5380.09,404.758,1.22506e+06,1.32662e+06,1.0829,10000000,20.05,97.0283,3073,583829,3073
136,D_high_truth_gt1200k,20,404.758,5491.69,404.758,1.25115e+06,1.32938e+06,1.06252,10000000,20.05,94.693,3053,584582,3053
137,B_mid_truth_600k_1100k,20,420.325,4915.31,420.325,999915,1.08706e+06,1.08716,10000000,25.3837,121.244,3153,336340,3153
138,B_mid_truth_600k_1100k,20,420.325,5026.91,420.325,1.03635e+06,1.10249e+06,1.06382,10000000,25.3837,120.486,3133,338059,3133
139,B_mid_truth_600k_1100k,20,420.325,5147.7,420.325,1.00264e+06,1.08494e+06,1.08208,10000000,25.3837,120.514,3113,336762,3113
140,B_mid_truth_600k_1100k,20,420.325,5259.3,420.325,1.03494e+06,1.09812e+06,1.06104,10000000,25.3837,118.517,3093,338361,3093
141,B_mid_truth_600k_1100k,20,420.325,5380.09,420.325,995191,1.07521e+06,1.08041,10000000,25.3837,117.143,3073,336142,3073
142,B_mid_truth_600k_1100k,20,420.325,5491.69,420.325,1.02211e+06,1.07728e+06,1.05397,10000000,25.3837,113.391,3053,337698,3053
143,B_mid_truth_600k_1100k,20,435.893,4915.31,435.893,870535,927795,1.06578,10000000,37.0323,137.597,3152,139677,3152
144,B_mid_truth_600k_1100k,20,435.893,5026.91,435.893,904691,945369,1.04496,10000000,37.0323,136.187,3132,140530,3132
145,B_mid_truth_600k_1100k,20,435.893,5147.7,435.893,870545,925726,1.06339,10000000,37.0323,136.538,3112,140074,3112
146,B_mid_truth_600k_1100k,20,435.893,5259.3,435.893,901572,941084,1.04383,10000000,37.0323,134.294,3092,140440,3092
147,B_mid_truth_600k_1100k,20,435.893,5380.09,435.893,863278,916188,1.06129,10000000,37.0323,132.727,3072,139447,3072
148,B_mid_truth_600k_1100k,20,435.893,5491.69,435.893,890808,920635,1.03348,10000000,37.0323,128.308,3052,140413,3053
149,B_mid_truth_600k_1100k,20,451.461,4915.31,451.461,994344,1.07471e+06,1.08083,10000000,25.3837,119.617,3152,336439,3152
150,B_mid_truth_600k_1100k,20,451.461,5026.91,451.461,1.02846e+06,1.09026e+06,1.06009,10000000,25.3837,118.746,3132,338952,3132
151,B_mid_truth_600k_1100k,20,451.461,5147.7,451.461,994223,1.07268e+06,1.07892,10000000,25.3837,118.801,3112,337153,3112
152,B_mid_truth_600k_1100k,20,451.461,5259.3,451.461,1.02515e+06,1.08606e+06,1.05942,10000000,25.3837,117.395,3092,336863,3092
153,B_mid_truth_600k_1100k,20,451.461,5380.09,451.461,987510,1.06335e+06,1.0768,10000000,25.3837,115.833,3072,336242,3072
154,B_mid_truth_600k_1100k,20,451.461,5491.69,451.461,1.01418e+06,1.06603e+06,1.05112,10000000,25.3837,111.88,3052,337678,3052
155,D_high_truth_gt1200k,20,467.028,4915.31,467.028,1.21374e+06,1.31803e+06,1.08593,10000000,20.05,97.2375,3152,583883,3152
156,D_high_truth_gt1200k,20,467.028,5026.91,467.028,1.24916e+06,1.33461e+06,1.0684,10000000,20.05,96.8969,3132,585677,3132
157,D_high_truth_gt1200k,20,467.028,5147.7,467.028,1.21484e+06,1.31605e+06,1.08332,10000000,20.05,96.3103,3112,584928,3112
158,D_high_truth_gt1200k,20,467.028,5259.3,467.028,1.24603e+06,1.33051e+06,1.0678,10000000,20.05,95.6357,3092,585434,3092
159,D_high_truth_gt1200k,20,467.028,5380.09,467.028,1.2079e+06,1.30693e+06,1.08198,10000000,20.05,93.86,3072,583177,3072
160,D_high_truth_gt1200k,20,467.028,5491.69,467.028,1.23504e+06,1.31092e+06,1.06144,10000000,20.05,91.4648,3052,584187,3052
161,B_mid_truth_600k_1100k,20,482.596,4915.31,482.596,980495,1.05644e+06,1.07746,10000000,25.3843,116.887,3152,336798,3152
162,B_mid_truth_600k_1100k,20,482.596,5026.91,482.596,1.01634e+06,1.07208e+06,1.05484,10000000,25.3843,116.024,3132,338446,3132
163,B_mid_truth_600k_1100k,20,482.596,5147.7,482.596,980890,1.05451e+06,1.07506,10000000,25.3843,116.195,3112,336581,3112
164,B_mid_truth_600k_1100k,20,482.596,5259.3,482.596,1.0151e+06,1.06808e+06,1.05219,10000000,25.3843,114.727,3092,338691,3092
165,B_mid_truth_600k_1100k,20,482.596,5380.09,482.596,975441,1.04561e+06,1.07193,10000000,25.3843,112.883,3072,336812,3072
166,B_mid_truth_600k_1100k,20,482.596,5491.69,482.596,1.00234e+06,1.04896e+06,1.04651,10000000,25.3843,109.746,3052,336741,3052
167,B_mid_truth_600k_1100k,20,498.163,4915.31,498.163,848566,890414,1.04932,10000000,37.0323,132.836,3152,140706,3151
168,B_mid_truth_600k_1100k,20,498.163,5026.91,498.163,882721,908068,1.02871,10000000,37.0323,131.708,3132,141629,3131
169,B_mid_truth_600k_1100k,20,498.163,5147.7,498.163,847523,888535,1.04839,10000000,37.0323,131.816,3112,141082,3111
170,B_mid_truth_600k_1100k,20,498.163,5259.3,498.163,880109,904176,1.02735,10000000,37.0323,130.059,3092,141657,3091
171,B_mid_truth_600k_1100k,20,498.163,5380.09,498.163,841617,879855,1.04543,10000000,37.0323,128.397,3072,141048,3071
172,B_mid_truth_600k_1100k,20,498.163,5491.69,498.163,870647,885557,1.01713,10000000,37.0323,123.735,3052,141811,3051
173,B_mid_truth_600k_1100k,20,513.731,4915.31,513.731,968940,1.02995e+06,1.06297,10000000,25.3837,115.193,3151,337949,3151
174,B_mid_truth_600k_1100k,20,513.731,5026.91,513.731,1.00458e+06,1.04559e+06,1.04083,10000000,25.3837,114.505,3131,340016,3131
175,B_mid_truth_600k_1100k,20,513.731,5147.7,513.731,967279,1.02812e+06,1.0629,10000000,25.3837,114.374,3111,337585,3111
176,B_mid_truth_600k_1100k,20,513.731,5259.3,513.731,1.00115e+06,1.0418e+06,1.0406,10000000,25.3837,112.964,3091,339563,3091
177,B_mid_truth_600k_1100k,20,513.731,5380.09,513.731,961727,1.01968e+06,1.06026,10000000,25.3837,111.43,3071,337364,3071
178,B_mid_truth_600k_1100k,20,513.731,5491.69,513.731,992095,1.0237e+06,1.03186,10000000,25.3837,108.111,3051,340326,3051
179,C_bridge_truth_1100k_1200k,20,529.298,4915.31,529.298,1.18475e+06,1.26876e+06,1.07091,10000000,20.05,93.0382,3151,584899,3151
180,D_high_truth_gt1200k,20,529.298,5026.91,529.298,1.21886e+06,1.28536e+06,1.05456,10000000,20.05,92.8614,3131,587268,3131
181,C_bridge_truth_1100k_1200k,20,529.298,5147.7,529.298,1.18544e+06,1.26699e+06,1.0688,10000000,20.05,92.2236,3111,585665,3111
182,D_high_truth_gt1200k,20,529.298,5259.3,529.298,1.21521e+06,1.28168e+06,1.0547,10000000,20.05,91.4496,3091,585946,3091
183,C_bridge_truth_1100k_1200k,20,529.298,5380.09,529.298,1.17908e+06,1.25879e+06,1.06761,10000000,20.05,89.9617,3071,584796,3071
184,D_high_truth_gt1200k,20,529.298,5491.69,529.298,1.20574e+06,1.26414e+06,1.04843,10000000,20.05,87.4208,3051,586890,3051
185,B_mid_truth_600k_1100k,20,544.866,4915.31,544.866,947233,989416,1.04453,10000000,25.3844,112.429,3151,338290,3151
186,B_mid_truth_600k_1100k,20,544.866,5026.91,544.866,980465,1.00488e+06,1.02491,10000000,25.3844,111.518,3131,340029,3131
187,B_mid_truth_600k_1100k,20,544.866,5147.7,544.866,948441,987686,1.04138,10000000,25.3844,111.175,3111,340131,3111
188,B_mid_truth_600k_1100k,20,544.866,5259.3,544.866,978541,1.00131e+06,1.02327,10000000,25.3844,109.958,3091,341232,3091
189,B_mid_truth_600k_1100k,20,544.866,5380.09,544.866,941081,979742,1.04108,10000000,25.3844,108.491,3071,338547,3071
190,B_mid_truth_600k_1100k,20,544.866,5491.69,544.866,969465,984333,1.01534,10000000,25.3844,105.231,3051,340111,3051
191,B_mid_truth_600k_1100k,20,560.433,4915.31,560.433,808822,806646,0.99731,10000000,37.0323,128.49,3151,156634,3150
192,B_mid_truth_600k_1100k,20,560.433,5026.91,560.433,840994,822268,0.977733,10000000,37.0323,126.893,3131,158493,3130
193,B_mid_truth_600k_1100k,20,560.433,5147.7,560.433,806176,804977,0.998513,10000000,37.0323,127.092,3111,157015,3110
