  x      y     z      t      dx      dy      dz      dt      p         dp        n
  150.0    450.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    450.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    450.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    450.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    440.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    440.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    440.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    440.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    430.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    430.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    430.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    430.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    396.659     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    396.659     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    396.659     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    396.659     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    390.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    390.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    390.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    390.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    380.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    380.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    380.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    380.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    370.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    370.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    370.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    370.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    335.909     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    335.909     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    335.909     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    335.909     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    330.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    330.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    330.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    330.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    320.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    320.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    320.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    320.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    310.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    310.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    310.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    310.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    275.159     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    275.159     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    275.159     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    275.159     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    270.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    270.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    270.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    270.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    260.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    260.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    260.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    260.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    250.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    250.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    250.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    250.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    214.41     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    214.41     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    214.41     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    214.41     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    210.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    210.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    210.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    210.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    200.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    200.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    200.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    200.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    190.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    190.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    190.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    190.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    153.66     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    153.66     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    153.66     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    153.66     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    150.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    150.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    150.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    150.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    140.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    140.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    140.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    140.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    130.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    130.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    130.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    130.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    92.9099     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    92.9099     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    92.9099     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    92.9099     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    90.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    90.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    90.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    90.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    80.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    80.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    80.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    80.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    70.0     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    70.0     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    70.0     316.671     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    70.0     267.521     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    32.16     427.071     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
  150.0    32.16     377.921     0.0     0.0     0.0     0.0     0.0     9.69     0.25     100000
