idx,population,X,Y,Z,border_distance,total_truth,total_pred,pred_over_truth,genPhotons,min_opdet_dist,pe_weighted_dist,closest_detID,max_single_opdet_pe,max_pe_detID
2153,B_mid_truth_600k_1100k,30,202.379,146.719,253.875,956817,973516,1.01745,10000000,33.8428,126.884,3976,241358,3976
2154,B_mid_truth_600k_1100k,30,202.379,267.509,204.971,957679,996038,1.04005,10000000,33.8428,135.682,3956,239740,3956
2155,B_mid_truth_600k_1100k,30,202.379,379.109,202.379,1.0029e+06,1.00477e+06,1.00186,10000000,33.8428,138.963,3936,240740,3936
2156,B_mid_truth_600k_1100k,30,202.379,499.899,202.379,976527,997395,1.02137,10000000,33.8428,143.344,3916,240172,3916
2157,B_mid_truth_600k_1100k,30,202.379,611.499,202.379,1.01234e+06,1.02001e+06,1.00757,10000000,33.8428,143.592,3896,240727,3896
2158,B_mid_truth_600k_1100k,30,202.379,732.289,202.379,978852,1.00434e+06,1.02604,10000000,33.8428,145.546,3876,239272,3876
2159,B_mid_truth_600k_1100k,30,233.514,35.119,353.116,828684,797231,0.962045,10000000,33.8432,124.024,3996,255911,3996
2160,B_mid_truth_600k_1100k,30,233.514,146.719,279.327,956518,979810,1.02435,10000000,33.8432,125.945,3976,241369,3976
2161,B_mid_truth_600k_1100k,30,233.514,267.509,235.764,955947,1.00479e+06,1.05109,10000000,33.8432,134.752,3956,239724,3956
2162,B_mid_truth_600k_1100k,30,233.514,379.109,233.514,1.0034e+06,1.00991e+06,1.00649,10000000,33.8432,138.087,3936,240923,3936
2163,B_mid_truth_600k_1100k,30,233.514,499.899,233.514,974570,1.00232e+06,1.02847,10000000,33.8432,142.442,3916,239527,3916
2164,B_mid_truth_600k_1100k,30,233.514,611.499,233.514,1.01098e+06,1.02502e+06,1.01388,10000000,33.8432,142.705,3896,240839,3896
2165,B_mid_truth_600k_1100k,30,233.514,732.289,233.514,979599,1.00918e+06,1.0302,10000000,33.8432,145.058,3876,239943,3876
2166,B_mid_truth_600k_1100k,30,233.514,843.889,233.514,1.01353e+06,1.02837e+06,1.01464,10000000,33.8432,143.853,3856,241778,3856
2167,B_mid_truth_600k_1100k,30,233.514,964.679,233.514,980734,1.01073e+06,1.03059,10000000,33.8432,145.713,3836,240046,3836
2168,B_mid_truth_600k_1100k,30,233.514,1076.28,233.514,1.01416e+06,1.02914e+06,1.01478,10000000,33.8432,144.756,3816,240702,3816
2169,B_mid_truth_600k_1100k,30,233.514,1197.07,233.514,981068,1.0111e+06,1.03061,10000000,33.8432,145.766,3796,240208,3796
2170,B_mid_truth_600k_1100k,30,233.514,1308.67,233.514,1.01388e+06,1.02932e+06,1.01523,10000000,33.8432,144.638,3776,240726,3776
2171,B_mid_truth_600k_1100k,30,233.514,1429.46,233.514,977605,1.01119e+06,1.03435,10000000,33.8432,145.83,3756,239410,3756
2172,B_mid_truth_600k_1100k,30,233.514,1541.06,233.514,1.01363e+06,1.02936e+06,1.01552,10000000,33.8432,144.71,3736,241112,3736
2173,B_mid_truth_600k_1100k,30,233.514,1661.85,233.514,978473,1.0112e+06,1.03344,10000000,33.8432,145.918,3716,239747,3716
2174,B_mid_truth_600k_1100k,30,233.514,1773.45,233.514,1.01392e+06,1.02936e+06,1.01523,10000000,33.8432,144.675,3696,241151,3696
2175,B_mid_truth_600k_1100k,30,233.514,1894.24,233.514,982418,1.0112e+06,1.02929,10000000,33.8432,145.854,3676,241241,3676
2176,B_mid_truth_600k_1100k,30,233.514,2005.84,233.514,1.01255e+06,1.02936e+06,1.0166,10000000,33.8432,144.939,3656,240485,3656
2177,B_mid_truth_600k_1100k,30,233.514,2126.63,233.514,979990,1.0112e+06,1.03184,10000000,33.8432,145.899,3636,240036,3636
2178,B_mid_truth_600k_1100k,30,233.514,2238.23,233.514,1.0145e+06,1.02936e+06,1.01465,10000000,33.8432,144.788,3616,240756,3616
2179,B_mid_truth_600k_1100k,30,233.514,2359.02,233.514,978726,1.01119e+06,1.03317,10000000,33.8432,145.876,3596,239877,3596
2180,B_mid_truth_600k_1100k,30,233.514,2470.62,233.514,1.01176e+06,1.02936e+06,1.0174,10000000,33.8432,144.961,3576,239760,3576
2181,B_mid_truth_600k_1100k,30,233.514,2591.41,233.514,979631,1.0112e+06,1.03222,10000000,33.8432,145.902,3556,239882,3556
2182,B_mid_truth_600k_1100k,30,233.514,2703.01,233.514,1.01398e+06,1.02936e+06,1.01517,10000000,33.8432,144.688,3536,240712,3536
2183,B_mid_truth_600k_1100k,30,233.514,2823.8,233.514,979511,1.0112e+06,1.03235,10000000,33.8432,145.946,3516,240821,3516
2184,B_mid_truth_600k_1100k,30,233.514,2935.4,233.514,1.01391e+06,1.02936e+06,1.01524,10000000,33.8432,144.874,3496,241034,3496
2185,B_mid_truth_600k_1100k,30,233.514,3056.19,233.514,977187,1.0112e+06,1.0348,10000000,33.8432,145.891,3476,238570,3476
2186,B_mid_truth_600k_1100k,30,233.514,3167.79,233.514,1.01244e+06,1.02936e+06,1.01672,10000000,33.8432,144.934,3456,240622,3456
2187,B_mid_truth_600k_1100k,30,233.514,3288.58,233.514,980834,1.0112e+06,1.03096,10000000,33.8432,145.858,3436,239814,3436
2188,B_mid_truth_600k_1100k,30,233.514,3400.18,233.514,1.01317e+06,1.02936e+06,1.01598,10000000,33.8432,144.866,3416,240132,3416
2189,B_mid_truth_600k_1100k,30,233.514,3520.97,233.514,980073,1.01119e+06,1.03175,10000000,33.8432,145.862,3396,239604,3396
2190,B_mid_truth_600k_1100k,30,233.514,3632.57,233.514,1.01287e+06,1.02936e+06,1.01628,10000000,33.8432,144.793,3376,240182,3376
2191,B_mid_truth_600k_1100k,30,233.514,3753.36,233.514,980537,1.0112e+06,1.03127,10000000,33.8432,146.187,3356,238768,3356
2192,B_mid_truth_600k_1100k,30,233.514,3864.96,233.514,1.01472e+06,1.02936e+06,1.01443,10000000,33.8432,144.911,3336,241016,3336
2193,B_mid_truth_600k_1100k,30,233.514,3985.75,233.514,979363,1.0112e+06,1.0325,10000000,33.8432,145.946,3316,239330,3316
2194,B_mid_truth_600k_1100k,30,233.514,4097.35,233.514,1.01464e+06,1.02936e+06,1.01451,10000000,33.8432,144.966,3296,240078,3296
2195,B_mid_truth_600k_1100k,30,233.514,4218.14,233.514,977885,1.01119e+06,1.03406,10000000,33.8432,146.045,3276,239354,3276
2196,B_mid_truth_600k_1100k,30,233.514,4329.74,233.514,1.01315e+06,1.02936e+06,1.016,10000000,33.8432,144.758,3256,240542,3256
2197,B_mid_truth_600k_1100k,30,233.514,4450.53,233.514,981542,1.01117e+06,1.03019,10000000,33.8432,145.884,3236,239754,3236
2198,B_mid_truth_600k_1100k,30,233.514,4562.13,233.514,1.01333e+06,1.0293e+06,1.01575,10000000,33.8432,144.769,3216,240434,3216
2199,B_mid_truth_600k_1100k,30,233.514,4682.92,233.514,978608,1.01103e+06,1.03313,10000000,33.8432,145.975,3196,238713,3196
2200,B_mid_truth_600k_1100k,30,233.514,4794.52,233.514,1.01339e+06,1.02903e+06,1.01543,10000000,33.8432,144.253,3176,241637,3176
2201,B_mid_truth_600k_1100k,30,233.514,4915.31,233.514,978618,1.01047e+06,1.03254,10000000,33.8432,145.378,3156,239918,3156
2202,B_mid_truth_600k_1100k,30,233.514,5026.91,233.514,1.01184e+06,1.02788e+06,1.01586,10000000,33.8432,143.995,3136,239887,3136
2203,B_mid_truth_600k_1100k,30,233.514,5147.7,233.514,976763,1.00801e+06,1.03199,10000000,33.8432,144.315,3116,238805,3116
2204,B_mid_truth_600k_1100k,30,233.514,5259.3,233.514,1.01151e+06,1.02288e+06,1.01123,10000000,33.8432,141.842,3096,241290,3096
2205,B_mid_truth_600k_1100k,30,233.514,5380.09,233.514,970923,997052,1.02691,10000000,33.8432,140.536,3076,239936,3076
2206,B_mid_truth_600k_1100k,30,233.514,5491.69,233.514,997400,999885,1.00249,10000000,33.8432,135.667,3056,241924,3056
2207,B_mid_truth_600k_1100k,30,233.514,5612.48,259.192,941665,973698,1.03402,10000000,33.8432,129.803,3036,241081,3036
2208,B_mid_truth_600k_1100k,30,233.514,5724.08,323.637,915913,909672,0.993186,10000000,33.8432,122.23,3016,243221,3016
2209,B_mid_truth_600k_1100k,30,249.082,35.119,363.598,771528,719424,0.932466,10000000,43.2711,131.479,3995,145218,3995
2210,B_mid_truth_600k_1100k,30,249.082,146.719,292.467,898857,903812,1.00551,10000000,43.2711,132.704,3975,132947,3975
2211,B_mid_truth_600k_1100k,30,249.082,267.509,251.192,900182,935168,1.03887,10000000,43.2711,141.942,3955,130708,3956
2212,B_mid_truth_600k_1100k,30,249.082,379.109,249.082,946307,935371,0.988443,10000000,43.2711,145.19,3935,132162,3936
2213,B_mid_truth_600k_1100k,30,249.082,499.899,249.082,917446,932156,1.01603,10000000,43.2711,149.698,3915,130979,3916
2214,B_mid_truth_600k_1100k,30,249.082,611.499,249.082,955492,950398,0.994669,10000000,43.2711,149.77,3895,133053,3895
2215,B_mid_truth_600k_1100k,30,249.082,732.289,249.082,922636,938964,1.0177,10000000,43.2711,152.453,3875,131443,3875
2216,B_mid_truth_600k_1100k,30,249.082,843.889,249.082,956480,953718,0.997112,10000000,43.2711,151.561,3855,131909,3856
2217,B_mid_truth_600k_1100k,30,249.082,964.679,249.082,924123,940492,1.01771,10000000,43.2711,153.007,3835,131484,3836
2218,B_mid_truth_600k_1100k,30,249.082,1076.28,249.082,956981,954475,0.997381,10000000,43.2711,152.008,3815,131897,3816
2219,B_mid_truth_600k_1100k,30,249.082,1197.07,249.082,922638,940853,1.01974,10000000,43.2711,153.668,3795,130964,3795
2220,B_mid_truth_600k_1100k,30,249.082,1308.67,249.082,957976,954654,0.996532,10000000,43.2711,152.266,3775,131788,3776
2221,B_mid_truth_600k_1100k,30,249.082,1429.46,249.082,921428,940941,1.02118,10000000,43.2711,153.698,3755,130664,3755
2222,B_mid_truth_600k_1100k,30,249.082,1541.06,249.082,956870,954692,0.997724,10000000,43.2711,152.384,3735,132053,3735
2223,B_mid_truth_600k_1100k,30,249.082,1661.85,249.082,923284,940945,1.01913,10000000,43.2711,153.992,3715,131306,3715
2224,B_mid_truth_600k_1100k,30,249.082,1773.45,249.082,958386,954692,0.996146,10000000,43.2711,152.091,3695,132283,3695
2225,B_mid_truth_600k_1100k,30,249.082,1894.24,249.082,922102,940945,1.02043,10000000,43.2711,153.763,3675,130904,3676
2226,B_mid_truth_600k_1100k,30,249.082,2005.84,249.082,956418,954692,0.998195,10000000,43.2711,152.077,3655,131730,3655
2227,B_mid_truth_600k_1100k,30,249.082,2126.63,249.082,922768,940945,1.0197,10000000,43.2711,153.622,3635,130711,3635
2228,B_mid_truth_600k_1100k,30,249.082,2238.23,249.082,958227,954692,0.996311,10000000,43.2711,152.503,3615,131911,3615
2229,B_mid_truth_600k_1100k,30,249.082,2359.02,249.082,923800,940945,1.01856,10000000,43.2711,153.613,3595,130738,3595
2230,B_mid_truth_600k_1100k,30,249.082,2470.62,249.082,957339,954692,0.997235,10000000,43.2711,152.224,3575,132470,3575
2231,B_mid_truth_600k_1100k,30,249.082,2591.41,249.082,923816,940945,1.01854,10000000,43.2711,153.79,3555,131133,3556
2232,B_mid_truth_600k_1100k,30,249.082,2703.01,249.082,956847,954692,0.997748,10000000,43.2711,152.112,3535,132112,3536
2233,B_mid_truth_600k_1100k,30,249.082,2823.8,249.082,923024,940945,1.01942,10000000,43.2711,153.594,3515,131240,3515
2234,B_mid_truth_600k_1100k,30,249.082,2935.4,249.082,956742,954692,0.997857,10000000,43.2711,152.384,3495,131677,3496
2235,B_mid_truth_600k_1100k,30,249.082,3056.19,249.082,922970,940945,1.01948,10000000,43.2711,153.923,3475,130795,3476
2236,B_mid_truth_600k_1100k,30,249.082,3167.79,249.082,956997,954692,0.997591,10000000,43.2711,152.225,3455,131529,3455
2237,B_mid_truth_600k_1100k,30,249.082,3288.58,249.082,925669,940945,1.0165,10000000,43.2711,153.537,3435,131074,3435
2238,B_mid_truth_600k_1100k,30,249.082,3400.18,249.082,958358,954692,0.996175,10000000,43.2711,151.894,3415,132281,3415
2239,B_mid_truth_600k_1100k,30,249.082,3520.97,249.082,924318,940945,1.01799,10000000,43.2711,153.694,3395,131365,3395
2240,B_mid_truth_600k_1100k,30,249.082,3632.57,249.082,955445,954692,0.999212,10000000,43.2711,152.145,3375,131816,3376
2241,B_mid_truth_600k_1100k,30,249.082,3753.36,249.082,923907,940945,1.01844,10000000,43.2711,153.662,3355,131361,3355
2242,B_mid_truth_600k_1100k,30,249.082,3864.96,249.082,956919,954692,0.997673,10000000,43.2711,152.452,3335,131862,3335
2243,B_mid_truth_600k_1100k,30,249.082,3985.75,249.082,924162,940945,1.01816,10000000,43.2711,153.519,3315,131326,3315
2244,B_mid_truth_600k_1100k,30,249.082,4097.35,249.082,957805,954692,0.99675,10000000,43.2711,152.421,3295,131996,3295
2245,B_mid_truth_600k_1100k,30,249.082,4218.14,249.082,923679,940945,1.01869,10000000,43.2711,153.734,3275,131087,3276
2246,B_mid_truth_600k_1100k,30,249.082,4329.74,249.082,956677,954692,0.997925,10000000,43.2711,152.271,3255,132278,3256
2247,B_mid_truth_600k_1100k,30,249.082,4450.53,249.082,922609,940921,1.01985,10000000,43.2711,153.726,3235,130592,3236
2248,B_mid_truth_600k_1100k,30,249.082,4562.13,249.082,958662,954626,0.99579,10000000,43.2711,152.122,3215,132474,3215
2249,B_mid_truth_600k_1100k,30,249.082,4682.92,249.082,923551,940789,1.01866,10000000,43.2711,153.458,3195,131466,3195
2250,B_mid_truth_600k_1100k,30,249.082,4794.52,249.082,958526,954361,0.995655,10000000,43.2711,151.716,3175,132624,3176
2251,B_mid_truth_600k_1100k,30,249.082,4915.31,249.082,923196,940233,1.01845,10000000,43.2711,153.216,3155,131140,3156
2252,B_mid_truth_600k_1100k,30,249.082,5026.91,249.082,957083,953234,0.995978,10000000,43.2711,151.436,3135,132004,3135
2253,B_mid_truth_600k_1100k,30,249.082,5147.7,249.082,922714,937798,1.01635,10000000,43.2711,152.001,3115,131031,3116
2254,B_mid_truth_600k_1100k,30,249.082,5259.3,249.082,953325,948267,0.994694,10000000,43.2711,149.289,3095,132434,3096
2255,B_mid_truth_600k_1100k,30,249.082,5380.09,249.082,914409,926911,1.01367,10000000,43.2711,147.944,3075,131209,3076
2256,B_mid_truth_600k_1100k,30,249.082,5491.69,249.082,940544,925372,0.983869,10000000,43.2711,142.734,3055,132630,3056
2257,B_mid_truth_600k_1100k,30,249.082,5612.48,273.301,885462,902966,1.01977,10000000,43.2711,137.059,3035,131363,3036
2258,B_mid_truth_600k_1100k,30,249.082,5724.08,335.043,864274,833686,0.964608,10000000,43.2711,129.188,3015,135085,3016
2259,B_mid_truth_600k_1100k,30,264.649,35.119,374.434,825290,799549,0.96881,10000000,33.8432,122.887,3995,256263,3995
2260,B_mid_truth_600k_1100k,30,264.649,146.719,305.834,953640,985504,1.03341,10000000,33.8432,125.161,3975,240630,3975
2261,B_mid_truth_600k_1100k,30,264.649,267.509,266.636,955475,1.01242e+06,1.0596,10000000,33.8432,133.854,3955,240158,3955
2262,B_mid_truth_600k_1100k,30,264.649,379.109,264.649,1.00347e+06,1.01403e+06,1.01052,10000000,33.8432,137.328,3935,242082,3935
2263,B_mid_truth_600k_1100k,30,264.649,499.899,264.649,972925,1.00619e+06,1.03419,10000000,33.8432,141.631,3915,239127,3915
2264,B_mid_truth_600k_1100k,30,264.649,611.499,264.649,1.00834e+06,1.02895e+06,1.02044,10000000,33.8432,141.605,3895,240879,3895
2265,B_mid_truth_600k_1100k,30,264.649,732.289,264.649,976680,1.01294e+06,1.03713,10000000,33.8432,144.197,3875,239881,3875
2266,B_mid_truth_600k_1100k,30,264.649,843.889,264.649,1.01167e+06,1.03224e+06,1.02033,10000000,33.8432,143.209,3855,241385,3855
2267,B_mid_truth_600k_1100k,30,264.649,964.679,264.649,978416,1.01446e+06,1.03684,10000000,33.8432,144.748,3835,239228,3835
2268,B_mid_truth_600k_1100k,30,264.649,1076.28,264.649,1.01052e+06,1.03299e+06,1.02224,10000000,33.8432,143.798,3815,239590,3815
2269,B_mid_truth_600k_1100k,30,264.649,1197.07,264.649,978103,1.01481e+06,1.03753,10000000,33.8432,144.815,3795,239223,3795
2270,B_mid_truth_600k_1100k,30,264.649,1308.67,264.649,1.01217e+06,1.03317e+06,1.02074,10000000,33.8432,143.977,3775,239876,3775
2271,B_mid_truth_600k_1100k,30,264.649,1429.46,264.649,977655,1.0149e+06,1.03809,10000000,33.8432,145.199,3755,239969,3755
2272,B_mid_truth_600k_1100k,30,264.649,1541.06,264.649,1.01284e+06,1.0332e+06,1.0201,10000000,33.8432,144.278,3735,240360,3735
2273,B_mid_truth_600k_1100k,30,264.649,1661.85,264.649,977390,1.0149e+06,1.03838,10000000,33.8432,145.394,3715,238837,3715
2274,B_mid_truth_600k_1100k,30,264.649,1773.45,264.649,1.01196e+06,1.0332e+06,1.02099,10000000,33.8432,143.622,3695,241326,3695
2275,B_mid_truth_600k_1100k,30,264.649,1894.24,264.649,976199,1.0149e+06,1.03965,10000000,33.8432,145.14,3675,239539,3675
2276,B_mid_truth_600k_1100k,30,264.649,2005.84,264.649,1.01198e+06,1.0332e+06,1.02097,10000000,33.8432,143.833,3655,240292,3655
2277,B_mid_truth_600k_1100k,30,264.649,2126.63,264.649,979379,1.0149e+06,1.03627,10000000,33.8432,144.766,3635,240770,3635
2278,B_mid_truth_600k_1100k,30,264.649,2238.23,264.649,1.01188e+06,1.0332e+06,1.02108,10000000,33.8432,144.085,3615,240848,3615
2279,B_mid_truth_600k_1100k,30,264.649,2359.02,264.649,978347,1.0149e+06,1.03736,10000000,33.8432,145.147,3595,239286,3595
2280,B_mid_truth_600k_1100k,30,264.649,2470.62,264.649,1.01208e+06,1.0332e+06,1.02087,10000000,33.8432,143.916,3575,240439,3575
2281,B_mid_truth_600k_1100k,30,264.649,2591.41,264.649,977712,1.0149e+06,1.03804,10000000,33.8432,145.177,3555,239433,3555
2282,B_mid_truth_600k_1100k,30,264.649,2703.01,264.649,1.009e+06,1.0332e+06,1.02399,10000000,33.8432,143.849,3535,239888,3535
2283,B_mid_truth_600k_1100k,30,280.217,611.499,280.217,1.077e+06,1.09963e+06,1.02101,10000000,30.05,132.811,3895,322976,3895
2284,B_mid_truth_600k_1100k,30,280.217,732.289,280.217,1.04343e+06,1.0875e+06,1.04223,10000000,30.05,134.559,3875,321799,3875
2285,B_mid_truth_600k_1100k,30,280.217,843.889,280.217,1.07992e+06,1.10288e+06,1.02125,10000000,30.05,134.185,3855,323257,3855
2286,B_mid_truth_600k_1100k,30,280.217,964.679,280.217,1.04606e+06,1.089e+06,1.04105,10000000,30.05,135.398,3835,322185,3835
2287,B_mid_truth_600k_1100k,30,280.217,1076.28,280.217,1.08007e+06,1.10362e+06,1.02181,10000000,30.05,134.568,3815,324578,3815
2288,B_mid_truth_600k_1100k,30,280.217,1197.07,280.217,1.04565e+06,1.08935e+06,1.04179,10000000,30.05,135.599,3795,321631,3795
2289,B_mid_truth_600k_1100k,30,280.217,1308.67,280.217,1.07966e+06,1.1038e+06,1.02236,10000000,30.05,134.742,3775,323497,3775
2290,B_mid_truth_600k_1100k,30,280.217,1429.46,280.217,1.04526e+06,1.08943e+06,1.04226,10000000,30.05,135.647,3755,322684,3755
2291,B_mid_truth_600k_1100k,30,280.217,1541.06,280.217,1.08064e+06,1.10383e+06,1.02146,10000000,30.05,134.817,3735,323096,3735
2292,B_mid_truth_600k_1100k,30,280.217,1661.85,280.217,1.04436e+06,1.08944e+06,1.04316,10000000,30.05,135.703,3715,321933,3715
2293,B_mid_truth_600k_1100k,30,280.217,1773.45,280.217,1.0799e+06,1.10383e+06,1.02216,10000000,30.05,134.676,3695,323491,3695
2294,B_mid_truth_600k_1100k,30,280.217,1894.24,280.217,1.04632e+06,1.08944e+06,1.0412,10000000,30.05,135.76,3675,322257,3675
2295,B_mid_truth_600k_1100k,30,280.217,2005.84,280.217,1.0801e+06,1.10383e+06,1.02197,10000000,30.05,134.878,3655,323738,3655
2296,B_mid_truth_600k_1100k,30,280.217,2126.63,280.217,1.04561e+06,1.08944e+06,1.04192,10000000,30.05,135.541,3635,322379,3635
2297,B_mid_truth_600k_1100k,30,280.217,2238.23,280.217,1.07955e+06,1.10383e+06,1.02249,10000000,30.05,134.855,3615,323219,3615
2298,B_mid_truth_600k_1100k,30,280.217,2359.02,280.217,1.0452e+06,1.08944e+06,1.04232,10000000,30.05,135.624,3595,321123,3595
2299,B_mid_truth_600k_1100k,30,280.217,2470.62,280.217,1.08031e+06,1.10383e+06,1.02178,10000000,30.05,134.695,3575,323666,3575
2300,B_mid_truth_600k_1100k,30,280.217,2591.41,280.217,1.04516e+06,1.08944e+06,1.04236,10000000,30.05,135.548,3555,321523,3555
2301,B_mid_truth_600k_1100k,30,280.217,2703.01,280.217,1.07977e+06,1.10383e+06,1.02228,10000000,30.05,135.037,3535,322540,3535
2302,B_mid_truth_600k_1100k,30,280.217,2823.8,280.217,1.04504e+06,1.08944e+06,1.04249,10000000,30.05,135.39,3515,322753,3515
2303,B_mid_truth_600k_1100k,30,280.217,2935.4,280.217,1.07945e+06,1.10383e+06,1.02259,10000000,30.05,135.27,3495,322347,3495
2304,B_mid_truth_600k_1100k,30,280.217,3056.19,280.217,1.0444e+06,1.08944e+06,1.04312,10000000,30.05,135.752,3475,321514,3475
2305,B_mid_truth_600k_1100k,30,280.217,3167.79,280.217,1.08172e+06,1.10383e+06,1.02044,10000000,30.05,134.759,3455,323428,3455
2306,B_mid_truth_600k_1100k,30,280.217,3288.58,280.217,1.04616e+06,1.08944e+06,1.04137,10000000,30.05,135.42,3435,322112,3435
2307,B_mid_truth_600k_1100k,30,280.217,3400.18,280.217,1.07975e+06,1.10383e+06,1.0223,10000000,30.05,134.728,3415,322737,3415
2308,B_mid_truth_600k_1100k,30,280.217,3520.97,280.217,1.04494e+06,1.08944e+06,1.04259,10000000,30.05,135.422,3395,322586,3395
2309,B_mid_truth_600k_1100k,30,280.217,3632.57,280.217,1.0793e+06,1.10383e+06,1.02273,10000000,30.05,134.795,3375,322757,3375
2310,B_mid_truth_600k_1100k,30,280.217,3753.36,280.217,1.04426e+06,1.08944e+06,1.04326,10000000,30.05,135.74,3355,322063,3355
2311,B_mid_truth_600k_1100k,30,280.217,3864.96,280.217,1.07962e+06,1.10383e+06,1.02242,10000000,30.05,134.704,3335,323174,3335
2312,B_mid_truth_600k_1100k,30,280.217,3985.75,280.217,1.04553e+06,1.08944e+06,1.042,10000000,30.05,135.624,3315,322499,3315
2313,B_mid_truth_600k_1100k,30,280.217,4097.35,280.217,1.08076e+06,1.10383e+06,1.02135,10000000,30.05,134.941,3295,323183,3295
2314,B_mid_truth_600k_1100k,30,280.217,4218.14,280.217,1.04474e+06,1.08944e+06,1.04278,10000000,30.05,135.644,3275,321822,3275
2315,B_mid_truth_600k_1100k,30,280.217,4329.74,280.217,1.07934e+06,1.10383e+06,1.02269,10000000,30.05,135.054,3255,323073,3255
2316,B_mid_truth_600k_1100k,30,280.217,4450.53,280.217,1.04597e+06,1.08941e+06,1.04154,10000000,30.05,135.741,3235,321780,3235
2317,B_mid_truth_600k_1100k,30,280.217,4562.13,280.217,1.07826e+06,1.10377e+06,1.02366,10000000,30.05,134.757,3215,321833,3215
2318,B_mid_truth_600k_1100k,30,280.217,4682.92,280.217,1.04554e+06,1.08929e+06,1.04184,10000000,30.05,135.511,3195,321235,3195
2319,B_mid_truth_600k_1100k,30,280.217,4794.52,280.217,1.07805e+06,1.10351e+06,1.02362,10000000,30.05,134.747,3175,322729,3175
2320,B_mid_truth_600k_1100k,30,280.217,4915.31,280.217,1.0442e+06,1.08873e+06,1.04265,10000000,30.05,135.234,3155,321226,3155
2321,B_mid_truth_600k_1100k,30,280.217,5026.91,280.217,1.08012e+06,1.1024e+06,1.02064,10000000,30.05,133.979,3135,323837,3135
2322,B_mid_truth_600k_1100k,30,280.217,5147.7,280.217,1.04265e+06,1.08635e+06,1.04191,10000000,30.05,134.105,3115,321428,3115
2323,B_mid_truth_600k_1100k,30,280.217,5259.3,280.217,1.07615e+06,1.09753e+06,1.01987,10000000,30.05,132.16,3095,322988,3095
2324,B_mid_truth_600k_1100k,30,280.217,5380.09,280.217,1.03804e+06,1.07563e+06,1.03621,10000000,30.05,130.481,3075,322238,3075
2325,B_mid_truth_600k_1100k,30,280.217,5491.69,280.217,1.06443e+06,1.07489e+06,1.00983,10000000,30.05,126.26,3055,323787,3055
2326,B_mid_truth_600k_1100k,30,280.217,5612.48,301.949,1.00754e+06,1.05393e+06,1.04605,10000000,30.05,120.92,3035,322491,3035
2327,B_mid_truth_600k_1100k,30,280.217,5724.08,358.794,985060,982891,0.997798,10000000,30.05,113.485,3015,325828,3015
2328,B_mid_truth_600k_1100k,30,295.784,35.119,397.052,824527,801277,0.971802,10000000,33.8428,122.01,3995,254903,3995
2329,B_mid_truth_600k_1100k,30,295.784,146.719,333.141,950220,990330,1.04221,10000000,33.8428,124.115,3975,241061,3975
2330,B_mid_truth_600k_1100k,30,295.784,267.509,297.563,953329,1.01869e+06,1.06856,10000000,33.8428,132.72,3955,239805,3955
2331,B_mid_truth_600k_1100k,30,295.784,379.109,295.784,998026,1.01691e+06,1.01892,10000000,33.8428,136.166,3935,241016,3935
2332,B_mid_truth_600k_1100k,30,295.784,499.899,295.784,971680,1.0088e+06,1.0382,10000000,33.8428,140.196,3915,240202,3915
2333,B_mid_truth_600k_1100k,30,295.784,611.499,295.784,1.00798e+06,1.03161e+06,1.02344,10000000,33.8428,140.821,3895,240854,3895
2334,B_mid_truth_600k_1100k,30,295.784,732.289,295.784,972657,1.01542e+06,1.04397,10000000,33.8428,142.797,3875,238876,3875
2335,B_mid_truth_600k_1100k,30,295.784,843.889,295.784,1.0082e+06,1.03482e+06,1.0264,10000000,33.8428,142.192,3855,240518,3855
2336,B_mid_truth_600k_1100k,30,295.784,964.679,295.784,975527,1.0169e+06,1.04241,10000000,33.8428,143.604,3835,239681,3835
2337,B_mid_truth_600k_1100k,30,295.784,1076.28,295.784,1.00864e+06,1.03556e+06,1.02669,10000000,33.8428,142.357,3815,240877,3815
2338,B_mid_truth_600k_1100k,30,295.784,1197.07,295.784,974461,1.01725e+06,1.04391,10000000,33.8428,143.511,3795,239937,3795
2339,B_mid_truth_600k_1100k,30,295.784,1308.67,295.784,1.01083e+06,1.03573e+06,1.02463,10000000,33.8428,142.662,3775,240877,3775
2340,B_mid_truth_600k_1100k,30,295.784,1429.46,295.784,975590,1.01733e+06,1.04278,10000000,33.8428,143.744,3755,240606,3755
2341,B_mid_truth_600k_1100k,30,295.784,1541.06,295.784,1.00874e+06,1.03576e+06,1.02679,10000000,33.8428,142.568,3735,240548,3735
2342,B_mid_truth_600k_1100k,30,295.784,1661.85,295.784,976136,1.01733e+06,1.04221,10000000,33.8428,143.778,3715,240006,3715
2343,B_mid_truth_600k_1100k,30,295.784,1773.45,295.784,1.0099e+06,1.03576e+06,1.02561,10000000,33.8428,142.509,3695,241541,3695
2344,B_mid_truth_600k_1100k,30,295.784,1894.24,295.784,975122,1.01734e+06,1.04329,10000000,33.8428,144.025,3675,239229,3675
2345,B_mid_truth_600k_1100k,30,295.784,2005.84,295.784,1.00879e+06,1.03577e+06,1.02674,10000000,33.8428,142.625,3655,240317,3655
2346,B_mid_truth_600k_1100k,30,295.784,2126.63,295.784,975077,1.01734e+06,1.04334,10000000,33.8428,143.764,3635,239903,3635
2347,B_mid_truth_600k_1100k,30,295.784,2238.23,295.784,1.00827e+06,1.03577e+06,1.02727,10000000,33.8428,142.623,3615,241269,3615
